Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90
4,435,255,436,254,436,254,436,254,436,253,435,253,436,253,436,253,435,253,435,254,435,254,435,254,435,254,435,254,436,254,436,255,436,255,435,255,436,254,436,254,434,255,434,255,434,254,434,254,433,255,434,255,434,256,433,256,433,256,433,256,433,256,433,258,433,258,432,257,432,257,432,257,432,256,431,255,432,255,431,255,430,254,430,253,430,253,430,253,430,253,430,253,431,253,432,254,432,254,432,254,433,255,433,254,433,254,432,254,432,254,431,254,431,254,432,254,431,254,431,254,431,254,432,254,432,254,433,254
61,373,337,373,337,373,337,373,337,373,337,373,337,373,337,373,336,373,336,373,336,374,336,372,336,373,336,372,336,373,335,372,336,373,336,372,337,373,338,374,340,374,342,374,342,375,342,375,342,374,342,376,342,376,343,376,342,375,341,375,342,376,342,373,342,373,342,372,341,372,341,371,341,371,341,371,341,370,341,371,341,370,341,369,339,369,339,369,339,370,339,368,338,368,337,368,337,368,337,368,336,368,335,369,335,369,335,368,336,368,336,368,335,368,335,368,335,368,335,368,335,368,336,368,336,369,336,369,336
146,379,345,378,344,378,344,378,344,378,344,378,344,378,344,378,344,378,344,378,344,379,344,377,344,378,344,377,344,378,343,377,344,378,344,377,346,377,346,379,350,378,352,378,352,379,352,379,353,379,353,380,352,380,353,380,351,379,351,379,352,380,353,378,353,377,353,376,352,376,352,376,352,376,352,375,352,375,352,375,351,374,351,374,350,374,349,374,349,374,349,372,347,373,347,373,346,373,346,374,343,374,343,375,343,374,344,374,344,374,344,373,343,373,343,373,343,373,343,373,343,374,344,374,344,374,344,374,344
91,387,353,386,352,386,352,386,352,386,352,386,352,386,352,386,352,386,352,386,352,387,351,386,352,386,352,385,352,386,352,385,353,386,352,385,355,385,355,386,360,385,362,385,362,385,363,385,364,385,364,387,363,386,363,387,362,386,362,385,363,386,364,384,364,384,364,383,363,383,363,383,363,383,364,382,363,382,363,382,362,381,362,381,360,381,360,381,360,381,359,380,357,381,357,381,354,381,354,382,352,382,352,383,352,382,352,382,353,382,353,381,352,381,352,382,352,381,352,381,352,382,352,382,353,382,353,383,353
181,399,362,399,361,398,361,398,361,398,361,398,361,398,361,398,360,398,361,398,361,399,360,398,361,398,361,397,362,398,361,397,362,398,362,397,365,397,365,398,370,396,373,396,374,396,375,397,376,396,376,397,374,397,375,398,373,397,373,396,375,397,376,396,376,395,377,395,376,395,376,394,375,394,376,393,375,393,375,393,374,392,374,392,372,392,372,393,371,393,370,392,367,393,368,393,364,393,364,394,361,394,362,395,361,395,362,394,363,394,362,394,361,394,361,394,361,394,361,394,361,394,362,395,362,395,362,395,362
84,415,367,415,367,414,367,414,367,414,367,414,367,414,367,414,366,414,367,414,367,414,366,414,367,414,367,413,368,414,367,413,368,413,368,412,371,413,372,414,377,412,380,412,381,412,383,412,384,412,385,413,382,413,382,413,380,412,382,412,383,413,384,411,385,411,385,410,384,410,384,410,384,410,385,409,384,409,383,409,382,408,382,408,380,408,380,409,379,409,378,408,374,409,375,410,370,410,371,410,367,411,368,412,368,411,368,411,369,410,369,410,367,410,368,410,367,410,367,410,368,411,368,411,369,411,368,411,368
17,434,369,434,368,433,368,433,368,433,368,433,368,433,368,433,368,433,368,433,368,433,368,432,369,432,368,432,370,432,368,432,370,432,370,432,373,432,374,434,379,432,382,432,383,432,385,432,386,432,386,433,384,432,385,432,383,432,383,431,385,432,387,431,387,431,387,430,386,430,386,430,386,430,387,429,386,429,385,428,385,427,384,428,382,428,382,429,381,428,380,427,376,428,377,429,372,429,372,429,368,430,369,431,369,430,370,430,371,430,371,429,369,429,369,429,369,429,369,429,369,430,370,430,370,430,370,431,370
314,452,366,451,366,451,366,451,366,451,366,451,365,451,366,451,365,451,366,451,366,450,365,450,366,450,366,450,367,450,366,450,367,450,367,450,371,450,371,452,376,450,379,450,380,450,381,451,382,451,382,451,381,450,381,450,379,450,380,449,381,450,383,450,383,450,384,449,382,449,383,449,382,449,383,448,382,448,381,447,381,446,381,446,379,446,378,447,377,447,377,446,373,447,374,448,369,448,369,447,366,448,367,449,366,449,367,448,368,448,368,447,366,447,367,447,366,447,366,447,367,448,367,449,367,449,367,449,367
405,466,359,465,359,465,359,465,359,465,359,465,359,465,359,465,358,465,359,465,359,464,358,464,360,464,359,464,360,464,359,464,360,463,360,464,363,464,364,466,367,464,370,464,371,464,372,464,373,465,373,464,372,464,372,463,371,463,371,463,372,464,374,463,374,463,374,463,373,463,373,463,373,463,374,462,373,461,373,460,372,460,372,460,370,460,370,462,369,461,368,460,365,461,365,462,361,462,362,462,358,463,360,463,359,463,360,463,361,463,360,462,359,462,359,462,359,462,359,462,359,462,360,463,360,463,360,463,359
321,476,350,475,350,475,350,475,350,475,350,475,349,475,349,475,349,475,349,475,350,474,349,474,350,474,350,474,350,473,350,473,351,473,350,473,353,473,353,475,356,473,358,473,359,472,360,473,360,473,360,472,359,472,360,472,359,472,359,471,360,472,361,472,361,472,361,472,360,472,360,471,360,472,361,471,360,470,360,469,360,468,360,469,357,469,357,471,356,470,356,469,354,471,354,472,351,472,351,472,349,473,350,473,349,473,350,473,350,473,350,472,349,472,349,472,349,472,349,472,349,473,349,474,350,473,349,474,350
