Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90
375,427,323,426,322,428,321,428,321,427,321,428,321,427,321,428,321,427,321,427,321,427,321,427,322,426,322,426,323,426,323,426,323,426,322,426,324,426,327,426,328,427,329,428,329,428,329,428,330,428,329,427,330,428,330,427,330,427,330,427,331,427,331,426,330,427,330,428,331,426,332,425,333,426,332,426,333,426,332,426,331,428,330,430,329,430,330,431,328,431,326,431,328,431,327,432,328,432,327,432,327,431,326,431,326,430,326,431,325,431,325,430,324,429,324,428,323,427,323,427,322
291,431,316,431,315,432,314,432,314,432,314,432,314,432,314,432,314,432,314,432,315,431,314,431,315,431,315,431,316,431,316,431,316,431,315,430,316,431,318,430,319,431,319,432,318,432,318,432,319,431,319,431,319,431,320,430,320,431,320,430,320,430,320,430,320,430,320,432,320,429,322,429,322,430,322,429,322,430,321,430,321,431,319,434,318,433,320,435,318,435,316,435,317,435,317,436,317,436,317,436,317,435,317,436,316,435,317,435,315,435,316,435,315,433,315,432,315,432,315,432,315
61,322,320,322,319,323,319,323,318,323,318,322,318,323,319,323,319,322,319,322,319,323,319,322,318,322,318,322,320,322,319,321,319,322,319,323,319,322,322,321,323,322,324,322,323,323,324,323,324,324,324,324,325,324,325,325,325,324,325,325,326,324,326,324,325,324,325,324,325,324,326,324,326,324,326,323,326,324,326,324,325,325,324,324,324,323,325,322,324,323,323,323,323,323,323,322,323,323,323,323,323,323,322,323,321,323,322,323,320,323,321,325,320,325,320,325,320,323,319,322,319
185,326,315,326,314,327,313,327,313,327,313,327,313,327,313,327,313,327,313,327,313,327,313,326,313,326,313,326,313,326,313,326,313,326,313,327,313,326,316,326,316,326,316,327,316,328,316,328,316,328,316,329,317,329,317,329,317,329,317,329,318,329,317,329,317,329,317,328,316,329,317,328,317,328,317,328,317,329,317,328,317,329,316,328,315,327,317,327,316,328,315,327,316,328,315,327,316,328,316,328,315,328,315,328,313,328,315,327,313,328,314,329,313,329,313,330,313,328,313,327,313
40,335,311,335,309,335,309,335,309,335,309,335,308,335,309,335,309,335,309,335,309,335,309,334,308,334,308,334,308,334,308,334,308,335,308,335,309,334,311,334,310,335,310,335,310,336,310,336,310,336,310,337,310,337,311,337,311,337,311,337,311,337,311,337,311,337,311,336,309,337,311,336,311,336,311,336,310,337,311,336,311,337,310,336,309,335,311,335,310,336,309,336,310,336,310,336,310,336,310,336,310,337,310,336,308,337,310,336,308,337,309,338,308,337,308,338,308,336,308,335,308
39,346,306,345,304,346,304,346,303,346,303,345,303,345,303,346,303,345,303,345,303,346,303,345,303,345,302,344,302,345,302,345,302,345,302,345,303,345,305,345,304,345,304,345,303,346,303,346,303,346,303,346,303,347,304,347,304,347,304,347,304,347,304,347,304,347,304,346,302,346,304,346,304,346,304,346,303,347,304,346,304,347,303,347,302,346,304,346,304,346,302,347,304,347,304,347,304,347,304,347,304,348,304,347,302,348,304,347,302,347,303,348,302,348,302,348,301,346,302,346,302
37,363,301,362,300,363,299,363,299,362,299,362,298,362,299,362,298,362,299,362,299,363,298,362,298,362,297,362,297,362,297,362,297,362,297,362,299,362,301,362,299,363,299,362,298,363,298,363,297,363,297,363,297,363,298,364,299,364,298,364,299,364,299,363,298,363,298,363,296,363,298,363,298,363,298,363,297,363,298,363,298,364,297,364,296,363,298,364,298,364,297,364,298,364,298,364,299,365,299,365,299,365,299,365,297,365,299,364,297,365,298,365,297,365,297,365,296,363,297,363,298
0,379,303,378,301,379,301,379,301,379,300,379,300,379,300,379,300,379,300,379,300,379,300,378,300,379,299,379,299,379,299,379,299,379,299,379,300,378,302,379,301,380,300,379,299,380,299,380,298,380,298,380,299,380,299,381,300,380,300,380,299,381,300,380,299,380,299,381,298,380,299,380,299,380,299,380,298,380,299,380,299,381,298,381,297,381,299,382,300,382,298,382,299,382,300,382,300,382,300,382,300,382,300,382,298,382,300,382,298,382,299,382,298,381,298,381,298,380,299,379,299
267,395,300,394,299,395,298,395,298,395,298,395,297,395,298,395,297,395,298,395,298,395,297,394,297,395,296,395,296,395,296,395,296,395,296,395,297,394,300,395,298,396,297,396,296,396,296,396,295,396,295,396,296,396,296,396,297,396,297,396,297,397,297,396,296,396,297,397,295,396,297,396,296,396,296,396,296,396,296,396,296,397,295,398,294,398,297,399,297,399,295,399,297,398,297,399,297,399,297,399,297,399,297,399,295,398,297,398,295,398,296,399,295,397,295,397,295,396,296,395,297
269,411,303,410,302,411,301,411,301,411,301,411,301,411,301,411,301,411,301,411,301,411,301,411,301,411,299,411,300,412,300,411,300,411,300,410,301,410,303,411,302,412,301,412,300,412,300,412,299,412,299,412,300,412,300,412,301,412,301,412,301,412,301,411,300,412,301,413,299,411,301,411,301,412,301,411,301,412,301,411,301,412,299,415,298,414,301,415,300,416,298,416,300,415,300,415,301,415,301,415,301,415,300,415,299,414,300,415,299,415,300,415,298,413,299,413,298,412,300,411,300
270,420,308,420,307,421,306,421,306,421,306,421,305,421,306,421,305,421,306,421,306,420,306,420,306,421,305,421,305,421,305,420,305,420,305,420,306,419,308,420,307,421,307,421,306,421,306,421,305,421,305,421,306,421,306,420,307,420,307,420,307,420,307,420,307,420,307,421,305,419,308,419,308,420,307,419,307,420,307,420,307,421,305,423,304,423,306,425,305,425,304,425,305,424,305,425,306,425,306,425,306,424,306,424,304,424,306,424,304,424,305,424,303,423,304,422,304,421,305,421,305
409,428,312,427,310,428,310,428,310,428,309,428,309,428,309,429,309,428,309,428,310,427,309,428,310,427,309,427,310,427,310,427,310,427,309,427,310,427,313,427,312,428,312,428,311,428,311,428,311,427,311,427,311,427,312,427,312,427,312,427,313,427,313,426,312,427,312,428,311,425,313,425,314,426,313,425,313,426,313,426,313,427,311,430,309,430,312,431,310,431,309,432,310,431,310,432,311,432,311,432,311,431,310,432,309,431,310,432,308,431,309,431,308,430,309,428,308,428,309,428,309
291,432,316,431,315,432,314,432,314,432,314,432,314,432,314,432,314,432,314,432,314,431,314,431,315,431,315,431,316,431,316,431,316,431,315,431,316,431,318,430,319,431,319,432,318,432,318,432,319,431,319,431,319,431,320,430,320,431,320,430,320,430,320,430,320,430,320,432,320,429,322,429,322,430,322,429,322,430,322,430,321,431,319,434,318,433,320,435,318,435,316,435,317,435,317,436,317,436,317,436,317,435,317,436,316,435,317,435,315,435,316,435,315,433,315,432,315,432,315,432,315
78,329,319,330,318,330,317,330,317,330,317,330,317,330,317,330,317,330,318,330,318,330,317,330,317,330,317,330,318,330,318,330,318,330,317,331,318,330,321,330,322,330,323,331,322,332,323,332,323,332,323,333,324,333,324,333,324,333,324,333,324,333,324,333,323,332,323,332,324,333,325,332,325,332,325,332,325,333,324,332,324,334,323,333,323,331,324,331,323,332,321,331,322,332,322,331,322,331,322,331,322,332,321,332,320,332,321,331,319,332,320,333,319,333,319,333,319,331,318,330,318
95,337,322,337,321,337,321,337,320,337,320,337,321,337,321,337,321,337,321,337,321,337,320,337,321,337,321,337,323,337,323,337,322,337,322,338,323,337,326,337,329,337,330,338,330,339,331,339,332,339,332,340,332,340,332,340,332,340,332,340,332,340,332,340,331,339,331,340,333,340,334,339,334,339,333,339,334,340,333,339,332,341,332,340,332,339,333,339,330,340,329,339,330,339,329,338,330,339,329,339,329,339,328,339,328,339,327,339,327,339,326,340,326,340,325,340,324,338,323,337,322
88,343,324,343,322,344,322,344,322,344,321,344,322,344,322,344,323,343,323,344,322,344,322,343,322,343,323,343,325,343,325,343,325,343,324,344,325,343,329,343,332,344,334,344,334,345,335,345,336,345,336,346,336,346,336,346,335,346,336,346,336,346,336,346,335,345,335,346,339,345,338,345,338,345,338,345,339,346,338,345,337,346,336,346,337,345,337,345,334,346,333,345,334,346,332,345,333,345,333,345,332,345,331,345,332,345,330,345,330,345,329,346,330,346,328,346,327,344,326,344,324
178,353,325,353,324,354,323,354,323,353,323,353,324,353,323,354,324,353,324,353,324,353,323,353,324,353,325,352,327,353,327,352,327,353,325,353,328,352,331,353,336,353,338,353,338,354,339,354,340,355,340,355,340,355,340,355,339,355,340,355,340,355,340,355,339,355,338,355,343,355,342,354,343,355,342,354,343,355,342,354,341,356,340,356,341,355,341,355,338,355,336,355,338,355,336,355,337,355,336,355,336,356,334,355,335,355,334,355,333,355,332,356,333,356,330,356,329,354,328,353,326
87,365,326,365,325,365,324,365,325,365,324,365,325,365,324,365,325,365,325,365,325,365,324,365,325,365,326,364,329,364,328,364,328,365,327,365,329,364,333,364,338,365,340,365,341,366,341,366,343,366,343,366,343,366,343,367,341,366,342,367,343,367,343,366,342,366,340,366,347,366,345,366,346,366,345,365,346,366,345,366,344,367,343,367,344,367,344,367,340,368,338,368,341,367,338,367,339,368,338,367,338,368,337,367,338,367,336,367,336,367,334,368,335,367,332,367,331,365,330,365,328
14,379,327,378,326,379,325,379,325,379,324,379,326,379,325,379,326,379,326,379,325,379,324,378,325,379,326,378,329,378,329,378,329,378,327,379,330,378,334,379,339,379,341,380,341,380,342,380,344,380,344,380,343,381,343,381,342,380,343,380,344,381,343,380,342,380,341,381,347,380,346,380,347,380,346,380,347,380,345,380,344,381,344,382,345,381,345,382,341,382,339,383,341,382,339,382,340,382,339,382,339,382,337,382,339,382,336,382,336,382,335,382,336,381,333,381,332,379,331,379,329
317,392,325,391,324,392,323,392,324,392,323,392,324,392,323,392,324,392,324,392,324,392,323,391,324,392,325,392,328,392,328,391,327,392,326,392,329,391,332,392,337,393,339,393,339,394,340,394,341,394,342,394,341,394,341,394,340,394,341,394,341,394,341,393,340,393,339,395,345,393,344,393,345,393,344,393,345,393,343,393,342,394,342,396,343,395,343,396,338,396,337,396,339,396,337,396,338,396,337,396,337,396,335,396,336,395,334,395,334,395,333,396,334,395,331,394,330,393,329,392,327
402,403,323,402,322,403,321,403,321,403,321,403,322,403,321,403,322,403,322,403,322,403,321,402,322,403,323,403,326,403,325,402,325,403,324,402,326,402,330,403,334,404,335,404,336,404,336,404,337,404,338,404,338,404,338,404,336,404,337,404,337,404,338,403,337,404,336,405,341,403,340,403,341,403,340,403,341,403,340,403,339,404,338,406,339,406,339,407,335,407,333,407,335,407,333,407,335,407,334,407,333,407,332,407,333,406,331,406,331,406,330,406,330,405,328,404,327,403,326,403,325
318,412,321,411,320,412,319,412,319,412,319,412,320,412,319,413,320,412,320,412,319,412,319,412,320,411,321,411,323,411,322,411,322,411,321,411,323,411,327,411,330,412,331,412,331,412,331,412,332,412,333,412,333,412,333,412,332,412,333,412,333,412,333,411,332,412,332,413,335,410,335,410,336,411,335,411,336,411,335,411,334,412,333,414,333,414,334,415,330,415,328,416,330,415,329,416,330,416,329,416,329,415,328,415,328,415,327,415,327,415,326,415,326,414,324,413,324,412,323,412,322
324,417,319,417,318,418,317,418,318,418,317,418,318,417,317,418,318,417,318,417,318,417,317,417,318,416,318,416,320,416,320,416,320,417,319,416,321,416,324,416,326,417,327,417,327,417,327,417,328,417,328,416,328,417,328,416,328,416,328,416,328,416,329,415,328,416,327,417,330,415,331,414,331,415,330,415,331,415,330,416,329,417,328,419,328,418,329,420,326,420,324,421,326,420,325,421,326,421,325,421,325,420,324,421,324,420,324,420,323,420,323,420,322,419,321,418,321,417,320,417,319
308,424,316,423,315,424,314,424,314,424,314,424,314,424,314,424,314,424,314,424,314,423,314,423,314,423,314,423,315,423,315,422,315,423,314,423,316,422,318,422,319,423,319,423,318,423,318,423,319,422,319,422,319,422,319,422,320,422,320,422,320,422,320,421,319,422,319,423,320,420,321,420,322,421,321,420,322,421,321,421,320,422,319,425,318,424,319,426,318,426,316,427,317,426,317,427,318,428,317,427,317,427,317,427,316,426,317,427,315,427,316,426,315,425,315,424,314,423,314,424,314
78,329,319,330,318,330,317,330,317,330,317,330,317,330,317,330,317,330,318,330,318,330,317,330,317,330,317,330,318,330,318,330,318,330,317,331,318,330,321,330,322,330,323,331,322,332,323,332,323,333,323,333,324,333,324,333,324,333,324,333,324,333,324,333,323,332,323,332,324,333,325,332,325,332,325,332,325,333,324,332,324,334,323,333,323,332,324,331,323,332,321,331,322,332,322,331,322,331,322,331,322,332,321,332,320,332,321,331,319,332,320,333,319,333,319,333,319,331,318,330,318
191,337,317,337,315,338,315,338,315,337,314,337,314,337,315,338,315,337,315,337,315,338,315,337,314,337,314,337,315,337,315,337,314,337,314,338,315,337,317,337,317,338,318,338,317,339,317,339,318,340,318,340,318,340,318,341,319,340,319,341,319,340,319,340,318,340,318,340,318,340,319,340,319,340,319,339,318,340,319,339,318,341,317,340,316,339,318,338,318,339,316,339,317,339,317,338,317,339,317,339,317,339,317,339,315,339,316,339,315,339,315,340,315,340,315,340,314,338,314,338,314
80,345,316,345,315,346,315,346,314,346,314,345,314,346,314,346,314,346,314,345,314,346,314,345,314,345,313,345,314,345,314,345,313,345,313,346,314,345,316,345,316,346,316,346,315,347,315,347,315,347,315,348,316,348,316,348,317,348,317,348,317,348,317,348,316,348,316,348,315,348,316,347,316,348,316,347,316,348,316,347,316,348,315,348,314,347,316,346,316,347,314,347,315,347,315,347,315,347,316,347,316,348,315,347,313,347,315,347,313,347,314,348,313,348,314,348,313,346,313,346,314
81,355,316,355,315,355,314,355,314,355,314,355,313,355,314,355,314,355,314,355,314,355,314,354,313,354,313,354,313,354,313,354,313,355,313,355,313,354,316,355,315,355,315,355,314,356,314,356,313,356,313,357,314,357,314,357,315,357,315,357,315,357,315,357,314,357,314,357,313,357,314,356,314,357,314,356,314,357,314,356,314,357,313,357,312,356,315,356,314,356,313,357,314,357,314,357,314,357,315,357,315,357,314,357,312,357,314,357,312,357,313,358,312,358,313,357,312,356,313,355,313
82,366,316,366,315,366,315,366,314,366,314,366,313,366,314,366,314,366,314,366,314,366,314,365,313,366,312,365,313,366,313,365,313,366,312,366,313,365,316,366,314,366,314,366,313,367,313,367,312,367,312,367,313,368,314,368,314,368,314,368,314,368,314,367,313,367,314,368,312,367,313,367,313,367,313,367,313,367,313,367,313,368,312,368,311,367,314,367,314,368,312,368,313,368,313,368,314,369,314,368,314,369,314,368,312,369,314,368,312,368,313,369,312,369,312,368,312,367,312,366,313
13,379,317,378,315,379,315,379,314,379,314,379,314,379,314,379,314,379,314,379,314,379,314,378,314,379,312,378,313,379,313,378,313,379,313,378,314,378,316,378,314,379,314,379,313,380,313,380,312,380,312,380,313,380,313,380,314,380,314,380,314,380,314,380,313,380,313,380,311,379,313,379,313,380,313,379,313,380,313,379,313,380,312,381,310,381,313,381,313,381,311,382,313,381,313,382,314,382,314,382,314,382,314,382,312,382,314,381,312,381,313,382,311,381,312,381,312,379,313,379,313
312,391,316,390,314,391,314,391,313,391,313,391,313,391,313,391,313,391,313,391,313,391,313,390,313,391,312,391,312,391,312,390,312,391,312,390,313,390,315,390,314,391,313,391,312,392,312,392,311,391,311,392,312,392,312,392,313,392,313,392,313,392,313,391,312,391,313,392,311,391,313,391,312,391,312,391,312,391,312,391,312,392,311,393,310,393,313,394,312,394,310,394,312,394,312,394,313,395,313,394,313,394,313,394,311,394,313,394,311,394,312,394,310,393,311,393,311,391,312,391,312
311,401,315,401,313,402,313,402,312,402,312,402,312,401,312,402,312,401,312,401,312,401,312,401,312,401,311,401,311,401,312,401,311,401,311,401,312,400,315,400,313,401,313,402,312,402,312,402,311,401,311,401,312,401,312,401,313,401,313,401,313,401,313,401,312,401,313,402,311,400,313,400,313,401,313,400,312,401,313,401,313,402,311,404,309,403,312,405,312,405,310,405,311,404,312,405,312,405,313,405,313,405,312,405,311,404,312,405,310,404,311,404,310,403,311,403,310,402,311,402,312
310,410,314,409,313,410,312,410,312,410,312,410,312,410,312,410,312,410,312,410,312,410,312,410,312,410,311,409,312,409,312,409,312,409,311,409,312,409,315,409,314,409,313,410,312,410,312,410,312,409,312,409,313,409,313,409,314,409,314,409,314,409,314,408,313,409,313,410,312,407,314,407,314,408,314,408,314,408,314,408,314,409,312,411,310,411,313,413,312,413,310,413,312,413,312,413,312,414,313,413,313,413,312,413,311,412,312,413,310,413,311,413,310,412,311,410,310,410,311,410,311
415,417,314,416,313,418,312,418,312,417,312,418,312,417,312,418,312,417,312,417,312,417,312,417,312,417,311,416,312,416,312,416,312,416,312,416,313,416,315,415,315,416,314,416,313,416,314,416,314,416,314,416,314,416,314,415,315,415,315,415,315,415,315,415,315,415,315,416,314,414,316,413,316,414,316,414,316,414,316,415,315,416,314,418,312,418,314,420,313,420,311,420,313,420,313,421,313,421,313,421,313,420,313,420,312,420,313,420,311,420,312,420,311,419,311,417,311,417,311,417,311
308,424,316,423,315,424,314,424,314,424,314,424,314,424,314,424,314,424,314,424,314,423,314,423,314,423,314,423,315,423,315,422,315,423,314,423,316,422,318,422,319,423,319,423,318,423,318,423,319,422,319,422,319,422,319,422,320,422,320,422,320,422,320,421,319,422,319,423,320,420,321,420,322,421,321,420,322,421,321,421,321,422,319,425,318,424,320,426,318,426,316,427,317,426,317,427,318,428,317,428,317,427,317,427,316,426,317,427,315,427,316,426,315,425,315,424,315,423,315,424,314
