Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90
4,456,245,457,243,456,244,456,244,457,245,457,244,456,244,457,244,456,244,456,244,456,244,456,244,456,244,456,245,457,245,457,245,457,245,457,244,457,244,458,245,458,245,458,245,458,245,457,246,457,246,458,246,457,245,457,245,457,245,457,245,457,244,456,245,456,246,458,246,458,246,457,245,458,246,457,246,456,245,457,244,457,245,456,244,456,244,457,244,456,244,456,244,456,244,456,243,455,243,456,243,455,242,456,243,456,243,456,243,456,242,456,243,456,243,456,243,456,243,456,244,456,244
61,397,320,397,321,396,321,396,321,396,321,396,320,396,321,396,321,395,321,395,321,395,321,394,320,395,321,396,321,396,321,396,320,396,320,395,320,395,320,396,321,395,321,396,323,397,324,397,324,397,326,398,325,397,325,397,324,397,324,396,322,396,323,395,322,395,322,394,323,395,323,394,321,394,322,394,321,393,319,393,318,393,318,392,318,391,317,392,319,392,320,392,320,392,318,392,319,391,319,393,319,393,318,394,318,393,318,393,317,393,317,393,317,393,317,393,317,393,317,394,318,394,318
146,402,328,402,328,402,328,402,328,402,328,402,327,401,328,402,329,401,329,401,329,400,328,400,328,401,329,402,328,401,328,402,328,402,328,401,328,401,328,401,328,401,329,401,331,403,332,402,334,402,336,403,334,402,335,402,334,402,334,402,332,401,333,401,334,401,335,400,336,401,336,400,333,400,335,400,333,399,331,399,330,399,330,398,329,398,329,399,330,399,330,399,329,398,328,398,329,397,329,399,328,399,328,399,327,399,326,400,325,399,325,399,325,399,325,399,325,399,325,400,326,400,326
91,411,335,411,335,411,335,411,335,411,335,411,334,410,335,410,336,410,336,409,336,409,336,409,336,409,336,410,336,410,336,410,336,410,336,409,336,409,336,410,336,409,337,409,340,411,341,410,343,410,345,411,344,410,345,410,344,410,344,410,343,409,343,409,347,409,347,408,348,409,348,409,346,408,347,408,345,408,343,408,341,408,341,407,341,406,340,408,340,407,340,408,339,407,338,407,338,406,339,408,337,407,337,408,335,408,335,408,333,408,333,408,333,408,333,408,334,408,333,409,334,409,333
181,424,343,423,343,423,343,423,343,423,343,423,342,423,343,423,344,423,345,422,345,422,344,421,344,422,345,422,344,422,344,422,344,422,344,422,344,422,344,422,344,421,345,421,349,423,349,422,353,422,355,423,354,422,355,422,354,422,354,421,353,421,353,421,359,421,359,420,361,421,361,421,358,421,359,421,357,420,355,420,352,420,352,420,351,419,351,420,350,420,350,421,349,420,347,420,348,419,348,420,346,420,346,421,344,420,343,421,342,421,342,421,342,421,342,421,342,421,342,421,342,421,342
84,439,348,439,348,439,348,439,348,439,347,439,347,438,348,439,349,438,350,438,350,437,350,437,349,438,350,438,349,438,349,438,349,438,349,437,349,438,349,438,350,437,350,437,354,438,355,438,359,438,362,439,360,438,361,438,361,438,360,437,359,437,360,437,366,437,367,437,368,438,368,438,365,437,367,438,363,437,362,437,359,437,359,437,358,436,358,437,356,437,356,437,355,437,353,436,354,435,354,436,352,436,352,437,349,436,349,437,347,437,348,437,347,437,347,437,347,437,347,437,347,437,347
17,457,349,457,348,457,349,457,349,457,348,457,347,456,348,457,350,457,350,456,351,456,350,456,350,456,350,456,350,456,350,456,350,456,350,456,350,456,350,456,350,456,351,456,355,457,355,457,360,458,363,459,361,457,362,457,361,457,361,457,360,456,361,457,368,457,368,457,370,458,369,458,366,458,368,458,365,457,363,457,359,457,360,457,359,456,359,457,357,457,357,457,355,456,354,455,354,455,356,455,353,455,352,455,350,455,349,455,348,455,348,455,348,455,347,455,348,455,348,456,348,456,347
314,474,345,473,345,474,345,474,346,474,345,474,344,473,345,474,347,474,347,473,347,473,347,473,347,473,347,473,347,473,347,473,347,473,347,473,347,473,347,473,347,473,348,473,351,474,352,474,356,475,359,476,357,475,358,475,357,475,357,474,356,474,357,476,363,475,364,476,365,476,364,476,361,476,363,476,360,475,359,476,355,476,355,475,354,475,354,475,353,475,353,475,351,474,350,473,351,473,352,472,349,473,349,472,346,472,346,472,345,473,345,472,344,472,344,472,345,472,345,473,345,473,344
405,487,338,487,338,487,338,487,339,487,338,487,338,487,338,487,340,487,340,486,340,486,340,486,340,486,340,486,339,486,339,486,339,486,340,486,340,486,340,486,340,486,341,486,344,487,344,487,348,488,350,489,348,488,349,488,349,487,348,487,348,487,348,489,353,488,354,489,355,489,354,490,351,490,353,490,350,488,349,490,346,490,346,489,345,489,345,489,344,489,344,488,343,488,342,487,343,487,343,486,342,486,341,486,339,485,339,486,337,486,337,486,337,486,337,486,337,486,337,486,337,486,337
321,496,329,496,329,496,329,496,329,496,329,496,328,496,329,496,330,497,330,496,331,496,330,496,330,496,330,495,330,495,330,495,330,495,330,495,330,496,330,495,331,495,331,495,333,496,334,496,337,497,338,497,336,496,337,496,337,496,337,495,336,495,336,497,339,496,340,497,341,497,340,498,337,498,339,498,337,497,336,499,333,498,333,498,332,498,332,498,332,498,332,498,332,497,330,496,331,496,332,495,331,495,330,495,329,495,329,495,327,495,327,495,327,495,327,495,327,495,327,495,328,495,327
