Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90
4,374,226,373,227,374,228,374,227,374,227,374,226,374,226,375,225,374,225,375,227,375,227,375,227,375,227,375,226,375,226,374,225,374,225,374,225,373,225,373,225,373,225,372,225,373,227,373,227,372,228,373,228,372,227,372,228,372,228,373,228
61,327,302,328,303,327,302,327,302,327,302,327,302,327,302,326,303,326,304,327,305,327,304,327,304,327,306,327,306,327,306,326,305,325,305,324,304,323,303,323,303,323,302,321,302,322,304,322,304,322,305,322,305,321,303,323,304,324,303,325,303
146,332,310,332,311,332,311,331,311,331,311,331,311,331,312,330,313,331,316,331,316,331,316,331,316,331,317,331,317,331,316,330,316,329,315,329,315,328,313,328,312,328,312,326,312,327,314,327,314,327,315,327,315,327,313,328,313,329,312,330,310
91,338,318,339,319,338,319,338,320,338,320,338,319,337,321,337,322,337,328,337,327,337,328,337,327,337,328,338,328,337,327,337,327,336,325,336,325,335,322,335,322,335,322,334,322,334,324,334,325,334,325,334,324,334,322,335,321,336,320,337,317
181,348,327,349,327,349,328,348,328,348,329,348,329,348,331,347,332,347,340,347,339,347,339,347,339,348,340,347,340,347,338,347,338,346,335,346,335,346,332,346,332,346,331,344,332,345,334,345,335,345,335,345,334,345,331,345,331,346,328,348,325
84,362,333,363,333,363,334,362,334,362,334,362,334,362,337,361,339,361,348,362,346,362,347,361,347,362,347,362,347,362,345,361,346,361,342,361,342,360,338,361,338,361,337,359,338,360,340,360,341,360,341,360,340,359,337,360,336,361,333,362,330
17,379,334,380,334,380,335,379,335,379,336,379,336,379,339,378,341,379,350,380,348,380,349,380,349,380,349,380,349,380,347,380,347,379,343,379,343,378,340,378,339,379,338,378,340,378,342,379,343,378,342,378,341,377,339,377,338,378,334,378,331
314,395,331,396,331,396,332,396,332,396,332,396,333,396,336,395,337,397,346,397,344,398,345,397,345,398,345,398,345,398,343,398,343,397,340,397,340,396,336,396,336,396,335,396,336,396,338,397,339,396,339,396,338,395,335,394,334,394,331,394,328
405,409,324,409,324,409,324,409,325,409,325,409,325,409,328,408,329,410,337,410,335,411,336,410,336,411,336,411,336,411,334,411,334,410,331,410,331,409,328,409,328,410,327,410,328,410,329,411,330,410,331,410,330,409,327,408,327,407,324,407,321
321,418,314,418,314,418,314,418,314,418,315,418,315,418,317,417,318,419,324,419,323,419,323,419,323,419,323,419,323,419,322,419,322,419,320,419,319,419,317,418,316,420,316,419,316,420,318,420,318,420,319,419,318,418,317,417,316,417,314,416,313
375,423,304,423,305,424,305,424,305,423,305,424,305,423,307,423,308,424,312,424,311,424,311,423,311,424,311,424,311,424,310,424,310,424,309,424,308,424,306,424,306,425,305,425,305,425,307,426,307,425,308,425,308,424,306,423,307,423,305,422,305
291,427,295,426,297,427,296,427,296,427,296,427,296,426,297,426,298,426,300,427,299,427,298,426,299,427,299,427,299,427,299,427,298,428,298,427,298,428,296,428,296,429,295,429,294,429,296,429,296,429,297,429,297,428,296,427,297,427,297,426,297
61,327,302,328,303,327,302,327,302,327,302,327,302,327,302,326,303,326,305,327,305,327,304,327,304,327,306,327,306,327,306,326,305,325,304,324,304,323,303,323,303,323,302,321,302,322,304,322,304,322,305,322,305,321,303,323,304,324,303,325,303
185,330,294,331,296,331,295,330,295,330,295,330,295,330,294,329,295,330,295,330,295,330,295,330,295,331,296,331,296,330,297,330,296,329,296,328,296,327,295,327,295,326,294,325,294,325,295,326,295,326,297,326,297,325,296,327,296,328,297,329,297
