Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90,Coordinate 91,Coordinate 92,Coordinate 93,Coordinate 94,Coordinate 95,Coordinate 96,Coordinate 97,Coordinate 98,Coordinate 99,Coordinate 100,Coordinate 101,Coordinate 102,Coordinate 103,Coordinate 104,Coordinate 105,Coordinate 106,Coordinate 107,Coordinate 108,Coordinate 109,Coordinate 110,Coordinate 111,Coordinate 112,Coordinate 113,Coordinate 114,Coordinate 115,Coordinate 116,Coordinate 117,Coordinate 118,Coordinate 119,Coordinate 120,Coordinate 121,Coordinate 122,Coordinate 123,Coordinate 124,Coordinate 125,Coordinate 126,Coordinate 127,Coordinate 128,Coordinate 129,Coordinate 130,Coordinate 131,Coordinate 132,Coordinate 133,Coordinate 134,Coordinate 135,Coordinate 136,Coordinate 137,Coordinate 138,Coordinate 139,Coordinate 140,Coordinate 141,Coordinate 142,Coordinate 143,Coordinate 144
4,401,261,402,258,401,258,400,257,399,258,399,258,398,258,398,258,398,258,398,256,398,256,398,255,398,254,398,254,398,254,398,254,398,255,399,256,399,256,399,255,399,255,400,253,400,254,400,253,400,253,400,253,400,253,400,251,400,251,399,250,399,250,399,250,399,250,399,251,399,251,399,251,398,251,399,251,399,251,399,252,399,251,399,252,400,252,399,251,400,252,400,251,400,251,400,251,400,251,400,250,399,251,400,249,399,248,400,248,399,248,399,248,399,248,399,248,399,249,399,251,399,251,400,251,400,252,399,251,399,252,400,252,399,251,401,251,400,251,400,251,400,252,401,252,400,252,401,251,400,251,400,250,400,251,400,249,400,249,399,248,400,248,400,247,399,247,399,247,399,246,399,246,399,247,398,245,398,246,399,246,398,246,399,245,399,245,399,245,399,245,399,245,398,244,399,245,398,245,399,245,399,245,399,245,399,245,399,245,399,245,399,245
61,343,343,341,340,341,340,342,341,340,341,340,342,339,343,339,343,339,343,340,342,339,341,339,341,338,341,339,341,339,341,339,341,339,341,340,343,340,343,341,343,341,343,342,343,342,343,342,344,342,343,342,344,342,345,344,344,343,344,344,344,344,344,344,343,344,343,344,343,343,343,344,342,343,342,344,342,344,343,345,343,345,343,346,341,345,341,344,341,345,341,343,342,344,342,343,342,344,342,344,344,343,343,346,342,343,342,344,342,344,342,344,341,343,341,342,341,342,340,341,340,341,340,341,339,340,338,341,338,341,337,341,337,341,337,340,337,341,338,340,337,340,337,341,337,341,338,341,338,340,337,340,336,340,335,340,336,340,336,341,336,341,335,341,335,340,334,341,334,341,334,341,333,340,333,340,333,340,332,340,332,340,332,340,332,341,332,340,332,340,332,340,332,339,332,339,331,339,332,340,331,339,332,340,332,340,332,340,332,340,332,339,332
146,348,351,347,348,347,348,347,349,346,349,345,350,344,351,344,351,344,351,345,350,344,349,345,349,344,349,344,349,344,349,344,349,344,350,345,351,345,351,346,353,346,353,347,352,347,353,347,353,347,353,347,353,347,354,348,354,348,354,349,353,348,353,349,353,349,352,348,353,348,353,349,353,348,353,349,354,348,354,349,354,349,353,350,352,349,352,348,352,349,352,348,352,348,353,348,352,349,352,349,353,348,353,350,352,348,352,349,352,348,352,348,350,348,350,347,350,347,349,346,349,346,349,347,347,346,347,347,345,346,345,346,345,346,345,346,345,346,346,345,345,346,345,346,345,346,346,346,346,345,345,346,344,346,344,346,344,346,344,347,343,346,343,346,342,346,342,346,342,346,341,346,341,346,340,345,340,345,340,345,340,345,339,346,339,346,339,346,339,346,339,345,339,345,339,345,339,345,339,345,339,345,339,346,339,346,339,346,340,345,340,345,340
91,356,358,355,355,355,356,355,357,354,357,353,358,352,359,352,358,352,359,353,358,352,357,353,357,352,357,352,357,352,357,352,358,353,358,353,360,353,360,353,363,354,363,354,362,355,363,354,363,354,364,354,363,354,364,355,364,355,364,356,363,355,364,356,363,356,362,356,362,355,363,355,363,355,364,355,365,355,365,356,365,356,364,357,362,356,363,355,363,356,363,355,363,355,364,354,363,356,363,356,364,355,364,357,362,355,363,356,362,355,362,355,360,355,360,355,359,354,358,354,358,354,358,355,355,354,356,355,354,354,354,355,353,354,353,354,354,354,354,353,354,354,353,354,353,354,354,355,354,354,353,354,352,354,352,354,353,354,353,355,350,354,351,355,350,354,350,354,349,354,349,354,348,354,348,353,348,353,347,353,347,354,347,354,346,354,346,354,346,354,346,353,347,353,346,353,346,353,347,353,347,353,347,354,346,354,347,354,348,354,348,353,347
181,369,367,368,364,368,365,368,366,366,366,366,367,365,368,365,367,365,368,365,367,365,366,365,365,365,366,365,366,365,366,365,368,365,367,365,370,365,369,365,373,366,373,366,373,367,374,366,374,366,374,365,374,366,375,367,375,367,375,368,374,367,374,368,373,367,373,367,373,367,373,367,375,366,375,366,378,366,377,367,376,367,376,367,374,367,374,366,375,367,374,366,375,367,376,365,375,367,375,367,375,366,375,368,372,366,374,368,372,367,373,367,371,366,371,366,369,366,368,367,368,366,369,367,364,367,365,367,363,367,363,367,362,367,363,367,363,367,363,366,363,367,362,367,362,367,362,367,363,366,362,367,360,366,361,367,362,366,362,367,359,366,360,367,358,366,359,367,358,367,357,367,356,366,356,366,356,366,356,366,356,366,355,366,354,366,354,366,354,366,354,366,355,366,355,366,355,366,355,366,355,366,355,366,354,366,355,366,356,366,356,366,355
84,385,373,384,370,384,370,384,372,382,372,382,373,382,374,381,373,381,374,381,373,381,372,381,371,381,372,381,372,381,372,381,374,381,374,381,376,381,376,382,380,382,380,383,380,383,381,382,381,383,382,382,381,382,382,383,383,383,382,385,381,384,381,384,381,384,380,384,380,383,381,383,382,382,382,382,386,382,385,383,384,383,384,383,382,383,382,382,383,382,382,382,383,383,384,382,383,383,383,383,383,383,383,384,380,383,382,384,379,383,381,383,378,382,378,383,376,382,375,383,374,382,375,383,370,383,371,384,368,383,369,384,368,383,368,383,369,383,369,383,369,383,368,384,368,383,368,384,368,383,367,383,366,383,367,383,368,383,367,383,364,383,366,383,364,383,364,383,363,383,363,383,361,383,361,382,362,382,361,382,361,382,360,382,359,382,359,382,359,382,359,382,360,382,360,382,360,382,360,382,360,382,361,383,360,383,360,383,361,382,362,382,361
17,405,373,403,371,403,371,403,373,401,373,401,374,401,375,401,374,401,375,401,374,400,373,400,372,401,373,401,373,401,373,401,375,401,375,400,378,400,377,402,382,402,381,402,381,403,382,402,382,403,383,402,383,402,384,404,384,404,384,405,382,404,383,404,382,404,382,403,381,403,382,403,384,402,384,403,388,402,387,403,386,402,386,402,384,402,384,401,385,402,384,402,385,403,385,402,385,403,385,403,385,403,385,403,381,403,383,403,381,403,382,403,379,402,380,402,377,402,376,402,375,402,377,403,371,403,372,403,369,403,370,403,369,403,369,403,370,403,370,402,370,402,369,403,369,403,369,403,369,402,369,402,367,402,368,403,369,402,368,402,365,402,366,402,364,402,365,402,364,402,364,402,362,401,362,401,363,401,362,401,362,401,361,401,360,401,360,401,360,401,360,401,361,401,361,401,361,401,361,401,361,401,362,401,361,401,361,402,362,401,362,401,362
314,423,370,421,368,421,368,421,370,420,370,420,371,420,372,419,371,419,371,419,371,419,370,419,369,419,370,419,370,419,370,420,372,420,371,419,375,419,374,421,378,421,378,421,377,422,378,421,378,422,379,420,379,421,380,423,380,423,380,424,378,423,379,423,378,422,378,422,378,422,378,422,380,421,380,422,384,421,383,421,382,421,382,421,380,420,380,420,381,420,380,421,381,422,381,421,381,421,381,421,381,422,381,422,377,422,379,422,377,422,378,421,376,421,376,421,374,420,373,421,372,421,373,421,368,422,369,421,366,421,366,421,365,421,366,421,366,421,367,421,367,421,366,422,366,421,366,422,366,421,365,421,364,421,365,421,365,421,365,420,362,420,364,420,361,420,362,420,361,420,360,420,359,420,359,419,360,419,359,419,359,419,358,419,357,419,357,419,357,419,357,419,358,419,358,419,358,419,358,420,358,419,359,419,358,420,358,420,359,420,359,419,359
405,438,363,436,361,436,361,435,362,435,363,435,363,435,364,434,363,434,364,434,363,434,363,434,362,434,362,434,362,434,362,435,364,435,364,433,366,433,366,435,370,435,369,435,369,436,370,435,370,436,370,435,370,435,370,437,370,437,370,438,369,437,369,437,369,437,368,436,368,436,369,435,370,435,371,435,374,435,373,435,373,435,372,434,371,434,371,434,372,434,371,435,371,436,372,435,372,435,371,435,371,436,371,435,368,436,370,436,368,436,369,435,367,435,367,435,365,435,364,435,364,436,364,435,360,437,361,436,358,436,359,436,358,436,358,436,359,436,359,436,359,435,358,437,358,436,358,437,358,436,358,435,356,436,357,436,358,436,358,435,354,435,356,435,354,435,355,434,354,435,353,434,352,434,352,434,352,434,352,434,351,434,351,434,350,434,350,434,350,434,350,434,351,434,351,434,351,434,351,434,351,434,352,434,351,434,351,435,352,434,352,434,352
321,449,353,447,351,447,351,446,352,445,352,446,353,446,354,445,353,444,354,444,353,445,352,444,351,445,352,445,352,445,352,445,353,445,353,443,356,443,355,445,358,445,357,445,357,446,357,444,358,446,358,444,358,444,358,446,358,446,358,447,356,446,357,446,356,446,356,445,356,445,357,444,358,444,358,444,360,444,359,444,360,443,359,443,358,443,358,443,359,442,358,444,359,444,358,444,358,444,358,444,359,445,358,444,356,445,357,445,356,445,357,444,354,444,355,444,353,444,353,445,352,446,353,446,349,447,350,446,348,447,348,446,347,446,348,447,348,446,348,446,348,446,348,447,347,446,348,447,348,446,347,446,347,447,347,447,347,447,347,446,345,446,346,446,344,446,345,445,344,445,343,445,343,445,342,445,343,444,342,444,342,444,341,445,341,445,341,445,341,445,341,445,341,445,341,445,341,444,342,445,341,445,342,445,341,445,341,445,342,445,342,445,342
