Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90,Coordinate 91,Coordinate 92,Coordinate 93,Coordinate 94,Coordinate 95,Coordinate 96,Coordinate 97,Coordinate 98,Coordinate 99,Coordinate 100,Coordinate 101,Coordinate 102,Coordinate 103,Coordinate 104,Coordinate 105,Coordinate 106,Coordinate 107,Coordinate 108,Coordinate 109,Coordinate 110,Coordinate 111,Coordinate 112,Coordinate 113,Coordinate 114,Coordinate 115,Coordinate 116,Coordinate 117,Coordinate 118,Coordinate 119,Coordinate 120,Coordinate 121,Coordinate 122,Coordinate 123,Coordinate 124,Coordinate 125,Coordinate 126,Coordinate 127,Coordinate 128
4,373,242,373,242,372,242,373,241,373,242,373,242,373,242,372,242,372,243,372,243,371,244,372,243,371,245,372,246,372,244,371,244,372,242,371,243,371,241,371,241,371,241,371,240,370,240,370,240,370,240
61,319,325,323,326,323,326,323,326,324,326,324,326,325,328,325,328,325,328,325,328,324,329,325,329,322,330,324,330,324,331,323,329,322,330,321,329,322,328,321,327,320,327,320,326,320,327,319,326,319,326
146,323,333,328,333,327,333,327,333,328,335,328,335,329,336,328,336,329,336,329,337,327,338,328,338,326,339,327,339,328,340,327,339,326,338,325,338,326,335,325,335,324,334,324,334,324,334,323,334,323,332
91,330,342,334,341,333,341,333,341,334,343,334,343,334,346,334,345,334,345,334,346,333,348,334,348,332,349,333,349,333,349,333,349,332,347,331,347,332,344,332,343,331,342,331,342,331,341,330,341,330,338
181,341,351,344,350,344,350,344,350,344,353,344,353,344,356,344,355,344,356,344,357,342,359,343,358,342,360,342,359,343,360,342,359,342,357,342,357,343,353,342,353,342,351,342,351,342,350,341,350,342,346
84,356,358,359,356,358,356,358,356,358,360,358,360,359,363,358,362,358,363,358,364,357,366,357,365,356,367,357,366,357,367,357,367,357,364,356,364,357,360,357,359,357,357,356,357,357,355,356,355,356,351
17,374,359,376,357,375,358,375,358,376,361,376,361,376,364,376,364,375,364,376,365,374,368,375,366,374,369,375,368,375,369,375,368,375,366,374,365,375,361,375,361,374,359,374,359,374,356,374,357,374,352
314,392,356,393,354,392,355,392,355,393,358,393,358,393,361,393,360,392,361,393,362,392,364,392,363,392,365,392,365,392,365,392,365,392,362,392,362,392,358,392,357,392,356,392,356,391,353,391,353,391,349
405,406,349,406,347,405,347,405,347,406,350,406,350,406,353,406,352,405,353,406,353,405,356,405,354,405,357,405,356,406,357,405,356,406,354,405,354,406,350,405,350,405,348,405,348,405,346,405,346,405,342
321,416,338,415,337,414,338,415,338,415,340,415,340,415,342,414,341,413,342,414,342,414,344,414,343,414,345,414,344,414,345,414,345,414,343,414,343,414,339,415,339,414,338,415,338,415,336,415,336,415,333
