Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90,Coordinate 91,Coordinate 92,Coordinate 93,Coordinate 94,Coordinate 95,Coordinate 96,Coordinate 97,Coordinate 98,Coordinate 99,Coordinate 100,Coordinate 101,Coordinate 102,Coordinate 103,Coordinate 104,Coordinate 105,Coordinate 106,Coordinate 107,Coordinate 108,Coordinate 109,Coordinate 110,Coordinate 111,Coordinate 112,Coordinate 113,Coordinate 114,Coordinate 115,Coordinate 116,Coordinate 117,Coordinate 118,Coordinate 119,Coordinate 120,Coordinate 121,Coordinate 122,Coordinate 123,Coordinate 124,Coordinate 125,Coordinate 126,Coordinate 127,Coordinate 128
4,316,249,317,249,317,249,316,249,316,248,316,248,316,248,316,249,316,248,316,248,316,248,316,248,316,247,316,248,316,247,316,247,317,246,317,246,316,246,316,246,316,246,317,247,317,247,317,246,317,247,317,247,317,247,317,247,316,246,317,246,317,247,317,247,317,245,317,245,316,244,317,244,316,244,316,245,316,245,316,245,314,246,315,245,315,246
61,275,331,276,330,276,331,276,331,276,331,276,331,276,332,275,332,275,332,275,332,275,332,276,332,276,332,276,332,276,331,275,331,276,331,276,331,275,331,275,331,276,330,276,331,278,331,277,330,277,330,276,331,276,331,276,331,275,331,275,331,277,332,276,332,277,330,277,330,275,330,276,330,275,329,275,329,275,328,276,328,275,327,276,327,275,327
146,279,338,280,338,281,339,280,339,281,339,281,339,281,339,280,340,280,339,280,339,280,339,280,339,280,339,280,339,280,338,280,339,280,339,280,339,279,340,279,340,280,338,281,338,282,338,281,338,282,339,281,338,281,338,280,339,279,339,280,339,281,340,280,340,281,339,281,339,279,338,280,338,279,337,280,336,279,335,280,335,279,334,280,334,279,333
91,286,345,287,346,287,347,287,347,287,347,287,347,287,347,286,348,287,347,287,347,286,347,287,347,287,346,287,347,287,346,287,346,287,348,287,347,286,349,286,349,287,345,287,346,288,346,288,346,288,347,287,347,287,347,287,347,286,347,286,347,287,348,287,349,288,348,287,348,286,347,287,347,286,344,286,344,286,343,287,342,286,341,287,341,286,340
181,297,353,297,354,298,355,298,356,298,355,297,356,298,355,297,356,297,355,297,355,297,356,297,355,298,354,297,356,297,354,297,355,298,356,297,356,296,358,296,358,297,354,297,354,299,355,298,355,298,356,298,356,298,355,298,356,297,356,297,356,297,357,297,358,298,358,298,357,297,356,297,356,297,352,297,352,297,351,297,350,296,349,297,348,297,347
84,311,358,311,359,312,361,312,361,312,361,312,361,312,360,311,361,311,360,311,360,311,361,312,360,312,358,312,361,311,359,312,360,312,361,312,361,311,364,310,363,311,359,311,359,313,360,312,361,313,361,312,361,312,361,312,361,311,361,311,362,311,363,311,363,312,364,312,364,311,362,312,361,311,357,311,357,311,356,311,355,310,353,311,353,311,351
17,328,359,328,359,329,361,329,361,329,361,329,361,329,360,328,362,329,360,328,360,329,361,329,361,329,359,329,361,328,359,329,360,329,362,329,362,328,364,328,364,327,359,328,359,329,360,329,361,330,362,329,362,329,361,329,361,328,361,329,362,328,364,328,364,329,365,329,365,329,362,329,362,328,358,328,358,328,356,328,355,327,354,327,353,327,351
314,344,355,345,355,346,357,346,357,346,357,345,357,345,356,345,358,345,356,345,356,345,357,345,357,345,355,345,357,345,355,345,356,346,358,346,357,345,360,345,360,344,355,344,356,346,356,346,357,346,358,346,357,346,357,346,357,345,357,346,358,345,360,345,360,346,360,346,360,346,358,346,357,345,354,345,354,345,352,344,351,343,350,343,349,343,348
405,357,347,357,347,358,349,358,349,358,349,358,349,358,348,358,350,358,348,358,348,358,349,358,349,357,347,358,349,357,347,358,348,359,349,358,349,358,352,357,351,357,347,357,348,358,348,358,348,359,349,359,349,359,348,359,349,358,349,358,349,357,351,357,352,359,351,359,351,359,349,359,349,358,346,357,346,357,345,357,343,356,342,356,342,356,340
321,366,337,366,337,367,338,367,338,366,338,366,338,366,337,366,339,366,338,366,338,367,339,367,338,366,337,367,339,366,337,366,338,367,338,367,338,366,341,366,340,365,337,365,337,366,337,366,338,367,338,367,338,367,338,367,338,366,338,367,339,365,341,365,341,366,340,367,340,367,338,367,338,366,336,366,336,366,334,365,333,365,332,365,332,365,331
375,370,329,371,329,371,329,371,329,371,328,370,329,371,329,371,330,371,329,371,329,371,329,371,329,371,328,371,329,371,328,371,328,371,329,371,329,370,331,370,331,370,329,370,329,370,328,370,328,371,329,372,329,372,328,372,328,371,329,371,329,369,331,369,331,371,330,370,330,372,328,372,328,371,327,370,327,371,325,370,325,370,324,370,324,371,323
291,373,321,374,320,374,320,374,320,374,320,373,321,373,321,373,321,374,320,374,321,374,321,374,321,373,321,374,321,374,320,374,320,374,320,374,320,372,321,373,322,373,321,373,321,373,320,373,320,374,320,374,320,374,320,374,320,374,320,374,320,371,323,371,323,373,320,373,320,374,318,375,319,374,318,373,319,374,317,373,317,373,316,373,316,374,315
61,275,331,276,330,276,331,276,331,276,331,276,331,276,332,275,332,275,332,275,332,275,332,276,332,276,332,275,332,276,331,276,331,276,331,276,332,275,331,275,331,276,330,276,331,278,331,277,330,277,330,276,331,276,331,276,331,275,331,275,331,277,332,276,332,277,330,277,330,275,330,276,330,275,329,275,329,274,328,276,328,275,327,276,327,274,327
185,278,323,279,323,279,323,279,324,279,324,279,324,279,324,278,324,278,324,279,324,278,324,279,324,279,324,279,324,279,323,279,323,279,323,279,323,278,323,278,323,279,323,279,323,280,323,280,322,280,323,279,323,279,323,279,323,278,323,278,323,280,324,279,324,280,322,280,322,278,321,279,321,278,321,278,321,278,320,279,320,278,320,279,320,278,320
40,284,317,285,317,285,317,285,317,285,317,285,317,285,318,284,317,285,317,285,317,284,318,285,318,285,318,285,317,285,317,285,317,285,316,285,317,284,316,284,316,285,316,285,316,286,316,286,315,286,316,285,316,285,317,285,316,284,316,284,317,286,317,285,317,286,315,286,315,284,314,285,314,284,314,284,315,284,314,285,314,284,314,285,314,284,314
