Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90,Coordinate 91,Coordinate 92,Coordinate 93,Coordinate 94,Coordinate 95,Coordinate 96,Coordinate 97,Coordinate 98,Coordinate 99,Coordinate 100,Coordinate 101,Coordinate 102,Coordinate 103,Coordinate 104,Coordinate 105,Coordinate 106,Coordinate 107,Coordinate 108,Coordinate 109,Coordinate 110,Coordinate 111,Coordinate 112,Coordinate 113,Coordinate 114,Coordinate 115,Coordinate 116,Coordinate 117,Coordinate 118,Coordinate 119,Coordinate 120,Coordinate 121,Coordinate 122,Coordinate 123,Coordinate 124,Coordinate 125,Coordinate 126,Coordinate 127,Coordinate 128
4,378,253,378,251,378,250,378,250,378,250,379,251,379,251,379,250,379,250,380,250,379,250,380,249,379,250,379,250,380,250,380,249,380,249,380,249,380,249,381,249,379,249,380,249,380,248,380,248,380,248,379,248,379,248,379,248,379,248,379,248,379,249,379,248,379,249,379,249,379,249,379,249,379,248,379,248,379,248,378,247,378,247,378,247,378,247,378,248,379,248,378,248,378,248,377,249,378,249,377,248,377,249,377,248,377,248,378,249,378,249,378,250,378,249,378,250
61,319,325,319,325,319,326,319,326,318,327,318,328,318,328,319,327,318,327,318,327,318,328,319,326,318,327,319,327,319,327,319,326,319,327,319,327,320,327,319,327,319,328,319,328,318,327,318,326,317,325,317,324,316,324,316,324,316,323,316,323,316,324,315,324,316,325,317,324,317,324,317,324,317,324,317,324,317,323,318,324,318,324,318,324,318,324,318,324,318,325,317,324,317,324,318,324,317,325,317,324,317,324,318,324,318,324,318,324,318,324,318,324,318,324,319,325
146,323,333,324,333,324,334,324,334,323,335,323,336,323,337,323,336,323,336,323,336,322,338,323,336,322,337,323,338,324,337,324,337,324,338,323,338,324,339,324,338,323,339,323,339,323,338,323,337,322,336,322,335,321,335,321,335,321,335,321,335,321,335,320,335,321,336,321,336,322,336,322,335,322,335,322,335,322,334,323,334,323,333,322,334,323,332,322,333,323,333,322,332,322,332,322,332,322,332,322,332,322,332,323,332,322,332,323,332,323,332,323,332,323,332,324,332
91,331,342,331,341,331,343,331,343,330,344,330,346,330,346,330,346,330,346,330,346,329,348,330,346,329,348,330,348,331,348,331,349,331,350,330,350,331,350,331,350,330,351,330,351,330,349,330,348,330,347,329,347,329,346,329,346,329,346,328,346,329,346,328,347,329,348,329,347,329,347,329,347,329,345,329,346,330,344,330,344,330,342,330,343,330,341,330,342,330,342,330,341,330,340,330,340,330,341,330,341,330,341,330,341,330,340,331,341,330,340,331,340,331,340,331,341
181,342,352,342,351,342,353,342,353,341,354,341,356,341,357,342,356,342,356,342,356,341,359,342,357,341,359,341,360,342,360,341,361,342,362,341,362,341,362,342,362,341,363,341,363,341,361,341,359,341,359,341,358,341,358,340,358,340,358,340,358,340,358,340,359,340,360,340,359,340,359,340,358,341,357,341,357,341,355,341,354,342,352,341,354,341,351,341,351,341,352,341,350,341,349,341,349,341,350,341,350,341,351,341,350,341,350,342,350,342,349,342,349,342,349,342,350
84,357,358,357,357,357,360,356,360,356,361,356,363,357,364,357,364,357,363,357,363,356,366,357,364,356,367,357,368,357,368,357,369,357,370,357,370,357,370,357,370,356,371,357,371,357,369,357,367,357,367,357,366,357,366,356,366,356,366,356,366,356,366,356,367,356,368,356,367,356,367,356,366,357,364,356,365,356,363,357,362,357,359,356,361,357,358,357,358,357,358,356,357,356,356,356,356,356,357,356,357,356,357,356,357,356,356,357,357,357,356,357,356,357,355,357,357
17,375,360,375,359,375,362,374,362,375,363,374,365,375,366,376,366,376,365,376,365,375,369,376,366,375,369,376,370,376,370,376,372,377,372,376,373,376,373,377,373,376,374,376,374,376,372,377,369,377,369,376,368,376,368,376,368,376,368,376,368,376,368,375,369,375,370,375,369,375,369,375,368,376,367,375,367,375,365,375,364,375,361,375,363,375,360,375,360,375,360,374,359,374,358,374,358,374,358,374,359,374,359,375,359,374,358,375,358,375,358,375,358,375,357,375,359
314,393,358,392,357,392,360,392,359,392,361,392,363,393,364,394,363,394,363,394,363,394,366,394,363,394,367,394,367,395,367,395,369,395,369,395,369,395,370,396,370,395,371,395,371,395,369,395,366,396,366,395,365,395,365,395,365,395,365,395,365,395,365,395,366,394,367,394,366,394,366,394,365,394,364,394,364,394,362,394,361,393,359,393,360,393,358,393,358,393,358,392,356,391,355,391,355,392,356,392,356,392,357,392,357,392,356,393,356,392,356,392,355,392,355,393,356
405,407,351,406,350,406,353,405,352,406,354,406,356,408,356,408,356,408,356,408,355,408,358,409,356,409,359,409,359,409,359,409,360,409,361,409,361,409,361,410,361,409,362,409,362,409,360,410,358,410,358,410,357,410,357,410,357,410,357,409,357,409,357,410,358,409,358,408,358,408,358,409,357,409,356,409,356,408,354,408,354,407,352,408,353,407,351,407,351,407,351,406,350,405,349,406,349,406,350,406,350,406,350,407,350,407,349,407,350,407,349,407,349,406,349,407,349
321,417,342,416,341,416,343,415,342,417,344,416,345,418,345,417,345,418,345,418,344,418,347,419,345,419,347,419,347,418,347,418,348,419,348,419,348,418,349,419,348,419,350,418,349,419,348,420,346,421,345,420,345,420,345,420,345,420,344,420,345,420,345,420,345,419,346,419,345,418,345,419,345,419,344,419,344,419,343,418,343,418,341,418,342,417,340,417,341,417,341,416,340,416,340,416,340,417,340,417,340,417,340,417,340,417,340,417,340,417,340,417,340,417,339,417,340
