Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90,Coordinate 91,Coordinate 92,Coordinate 93,Coordinate 94,Coordinate 95,Coordinate 96,Coordinate 97,Coordinate 98,Coordinate 99,Coordinate 100,Coordinate 101,Coordinate 102,Coordinate 103,Coordinate 104,Coordinate 105,Coordinate 106,Coordinate 107,Coordinate 108,Coordinate 109,Coordinate 110,Coordinate 111,Coordinate 112,Coordinate 113,Coordinate 114,Coordinate 115,Coordinate 116,Coordinate 117,Coordinate 118,Coordinate 119,Coordinate 120,Coordinate 121,Coordinate 122,Coordinate 123,Coordinate 124,Coordinate 125,Coordinate 126,Coordinate 127,Coordinate 128,Coordinate 129,Coordinate 130,Coordinate 131,Coordinate 132,Coordinate 133,Coordinate 134,Coordinate 135,Coordinate 136,Coordinate 137,Coordinate 138,Coordinate 139,Coordinate 140,Coordinate 141,Coordinate 142,Coordinate 143,Coordinate 144
311,425,311,425,313,424,312,425,313,425,313,425,314,425,313,425,313,426,313,426,313,428,311,427,312,428,313,428,313,428,314,428,314,429,315,429,315,427,315,428,315,427,315,427,315,426,315,426,316,426,312,426,312,426,313,426,312,426,313,426,313
310,433,311,433,313,432,313,433,313,432,314,432,314,432,314,432,313,433,314,433,314,435,313,434,313,434,314,434,314,435,316,434,316,435,316,435,316,434,316,434,316,433,316,433,316,432,317,432,317,432,313,433,313,433,314,433,314,433,314,434,314
415,439,312,439,313,438,314,439,314,438,315,438,315,438,315,438,315,439,315,439,315,441,315,439,315,439,316,439,316,440,318,439,318,441,318,441,318,439,318,440,317,439,318,439,318,437,318,437,319,437,315,438,315,439,315,438,315,438,315,440,315
308,445,315,445,316,444,318,446,318,444,319,444,320,444,319,444,319,445,320,445,320,447,321,445,321,445,322,445,322,446,323,445,323,447,323,447,323,446,323,446,323,445,323,445,323,443,323,443,323,443,320,444,321,445,320,444,320,444,319,446,318
276,496,169,497,169,496,169,496,169,496,169,496,169,496,169,496,169,498,169,498,169,500,170,499,170,500,170,500,170,501,170,501,170,501,170,500,170,500,170,499,170,499,170,499,169,499,170,499,170,498,169,498,169,498,169,499,169,499,169,499,168
283,488,160,489,160,488,159,488,159,488,159,487,159,487,159,487,159,489,160,489,160,492,160,491,160,492,160,492,160,493,160,493,160,493,160,492,161,491,161,491,160,491,160,491,160,490,160,490,160,490,159,490,159,490,159,490,159,490,159,491,159
282,475,155,475,155,474,155,474,155,474,155,474,155,474,155,474,155,475,155,475,156,478,156,477,156,478,156,478,156,479,156,479,156,480,156,479,156,478,157,478,156,478,156,478,156,477,156,477,156,476,155,477,155,476,155,477,155,477,155,477,155
295,455,156,455,157,454,156,454,156,454,156,454,156,454,156,454,156,456,156,456,157,458,157,458,157,459,157,459,157,460,157,460,157,460,157,460,157,459,158,458,157,458,157,459,157,458,157,458,156,457,156,457,156,457,156,457,156,457,156,457,156
300,501,165,502,165,501,165,501,165,501,165,501,165,501,165,501,165,503,165,502,165,505,166,504,166,505,166,505,166,505,166,505,166,506,166,505,166,504,166,504,166,504,166,504,165,503,166,503,166,502,166,503,165,502,165,503,165,503,165,504,164
293,493,153,494,152,493,152,493,152,493,152,492,152,492,152,492,152,494,153,494,153,497,154,496,153,497,154,497,154,498,153,497,154,498,153,497,154,496,154,496,154,496,153,496,153,495,153,495,153,494,153,495,153,494,153,495,152,495,152,495,152
334,478,146,479,146,478,146,477,146,477,146,477,146,477,146,477,146,479,146,478,147,481,147,481,147,482,147,482,147,483,147,483,147,483,147,482,148,482,148,481,147,481,147,481,147,480,147,480,147,480,147,480,146,479,147,480,146,480,146,480,146
296,457,147,457,147,456,147,456,147,456,147,456,147,456,147,456,147,457,147,457,148,460,148,460,148,461,148,461,148,462,148,462,148,462,148,462,148,461,149,460,148,460,147,460,147,460,148,459,147,459,147,459,147,458,147,459,147,459,147,459,146
336,430,150,430,151,430,150,430,150,430,150,430,150,429,150,429,150,431,150,431,151,433,151,433,151,435,151,435,152,435,151,436,152,436,151,435,152,435,152,434,151,434,151,434,151,434,151,433,151,433,150,433,150,433,150,433,150,433,150,432,150
33,314,200,316,200,316,200,316,199,315,200,315,200,315,200,315,200,317,199,316,200,319,200,318,200,320,200,320,200,321,200,320,200,320,201,320,201,321,200,320,200,320,200,320,200,320,200,319,200,319,200,319,200,319,199,319,199,319,199,318,198
7,317,204,320,203,320,203,319,203,319,203,319,203,319,203,319,203,321,203,320,203,323,203,322,203,323,203,324,204,324,204,324,204,324,204,324,204,325,203,324,203,324,203,324,204,323,203,323,203,323,203,323,203,323,202,323,202,322,202,322,202
163,322,206,324,206,324,205,324,205,323,205,323,205,323,205,323,205,325,205,325,206,327,205,327,205,328,205,328,206,329,206,329,206,329,206,329,206,329,205,329,205,329,205,328,206,328,205,328,205,328,205,328,205,327,204,327,204,327,204,326,204
144,328,208,331,207,331,207,330,207,330,207,330,207,330,207,330,207,332,207,331,208,334,207,333,207,334,207,335,208,335,208,335,208,336,208,335,208,336,207,335,207,335,207,335,207,335,206,334,207,334,207,334,206,334,206,334,206,333,206,333,206
145,338,209,340,208,341,208,340,208,339,208,340,208,339,208,340,208,341,208,341,208,343,208,343,208,344,208,345,208,345,208,345,208,345,209,345,209,345,208,345,208,345,208,345,208,344,207,344,207,344,207,344,207,344,207,343,206,343,207,343,207
153,348,208,350,207,350,207,350,207,349,207,349,207,349,207,349,207,351,206,350,207,353,207,353,207,354,207,354,207,355,207,355,207,355,207,355,207,355,207,354,207,354,206,354,207,354,206,353,206,353,206,353,206,353,205,353,205,352,205,352,206
154,357,205,359,205,359,204,359,204,358,204,358,204,358,204,358,204,360,204,359,205,362,204,362,204,363,204,363,205,364,205,364,205,364,205,364,205,364,204,363,204,363,204,363,204,362,203,362,204,362,204,362,203,362,203,362,203,361,203,361,203
155,363,203,365,203,365,202,365,202,364,202,364,202,364,202,364,202,366,202,365,203,368,202,367,203,369,202,369,203,370,203,369,203,370,203,370,203,370,202,369,202,369,202,369,202,368,201,368,202,368,201,368,201,367,201,367,201,367,201,367,201
133,366,202,368,201,368,201,368,201,367,201,367,200,367,200,367,200,369,200,369,201,371,201,371,201,372,201,372,201,373,201,373,201,373,201,373,201,372,201,372,201,372,200,372,201,371,200,371,200,371,200,371,200,371,199,370,199,370,199,370,199
33,314,200,316,200,316,200,316,199,315,200,315,199,315,200,315,199,317,199,316,200,319,200,318,200,320,200,320,200,321,200,320,200,320,201,320,201,321,200,320,200,320,200,320,200,320,200,319,200,319,200,319,200,319,199,319,199,319,199,318,198
246,317,198,319,198,319,197,318,197,318,197,318,197,318,197,318,197,320,197,319,198,322,198,321,198,322,198,323,198,324,198,323,198,323,199,323,199,323,198,323,198,323,198,323,198,322,197,322,198,322,198,322,198,322,197,322,197,322,197,321,196
161,320,196,322,196,323,195,322,195,321,195,322,195,321,195,321,195,323,195,323,195,325,196,325,195,326,196,327,196,327,196,327,196,327,196,327,196,327,195,327,196,327,195,326,196,326,195,326,196,326,195,326,195,326,195,326,195,325,194,325,193
160,326,192,329,193,329,192,328,191,328,191,328,192,328,192,328,192,330,192,329,192,332,193,331,192,332,193,333,193,333,193,333,193,333,193,333,193,333,192,333,192,333,192,333,193,332,192,332,193,332,192,332,192,332,192,332,192,331,191,331,190
159,336,190,338,191,339,190,338,190,337,190,338,190,337,190,338,190,339,190,339,190,342,191,341,191,342,191,343,191,343,191,343,191,343,191,343,191,343,190,343,191,342,190,342,191,342,190,342,191,342,190,342,191,341,190,341,190,341,189,341,188
158,346,191,348,191,348,190,348,190,347,190,347,190,347,190,347,190,349,190,349,190,351,191,351,191,352,191,352,192,353,191,352,191,353,192,353,192,353,191,352,191,352,190,352,191,352,190,351,191,351,191,351,191,351,190,351,190,351,190,350,189
157,356,194,358,194,358,193,358,193,357,193,357,193,357,193,357,193,359,193,359,193,361,194,361,194,362,194,362,194,363,194,363,194,363,194,362,194,362,193,362,193,362,193,362,194,361,193,361,193,361,193,361,193,361,193,361,193,360,192,360,192
173,363,198,365,198,365,197,365,197,364,197,364,197,364,197,364,197,366,197,366,198,368,198,367,198,369,198,369,198,370,198,369,198,370,198,370,198,369,198,369,198,369,197,369,198,368,197,368,197,368,197,368,197,368,196,367,196,367,196,367,196
133,366,202,368,201,368,201,368,201,367,201,367,200,367,200,367,200,369,200,369,201,371,201,371,201,372,201,372,201,373,201,373,201,373,201,373,201,372,201,372,201,372,200,372,201,371,200,371,200,371,200,371,200,371,199,370,199,370,199,370,199
