Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90,Coordinate 91,Coordinate 92,Coordinate 93,Coordinate 94,Coordinate 95,Coordinate 96,Coordinate 97,Coordinate 98,Coordinate 99,Coordinate 100,Coordinate 101,Coordinate 102,Coordinate 103,Coordinate 104,Coordinate 105,Coordinate 106,Coordinate 107,Coordinate 108,Coordinate 109,Coordinate 110,Coordinate 111,Coordinate 112,Coordinate 113,Coordinate 114,Coordinate 115,Coordinate 116,Coordinate 117,Coordinate 118,Coordinate 119,Coordinate 120,Coordinate 121,Coordinate 122,Coordinate 123,Coordinate 124,Coordinate 125,Coordinate 126,Coordinate 127,Coordinate 128
4,440,254,440,253,440,253,440,252,440,253,439,252,439,252,439,252,439,253,441,253,440,255,440,253,440,253,440,253,440,253,440,254,439,254,439,254,439,254,439,254,439,255,439,255,439,255,439,255,439,255,439,255,439,255,439,255,439,255,439,255,438,255,438,255,437,254,437,254,437,253,436,254,437,256,437,254,437,255,436,256,436,255,436,256,436,255,436,255,436,255,437,256,437,258,437,256,437,255,437,254,436,255,436,256,437,255,437,255,437,255
61,380,333,381,331,381,331,381,331,380,331,380,330,380,330,380,331,380,331,380,331,379,332,380,332,380,332,379,332,379,331,381,333,381,333,380,335,381,336,382,337,383,338,382,338,383,338,383,338,383,339,383,338,383,338,383,338,383,338,383,338,383,338,383,339,383,339,383,337,385,338,384,337,382,338,384,338,384,338,381,337,381,337,380,336,380,336,380,336,380,336,380,336,380,336,381,337,381,338,381,336,380,336,378,335,378,334,378,333,378,333
146,385,340,386,338,386,338,386,338,385,338,385,338,385,338,385,338,386,338,385,338,384,340,385,340,385,339,384,339,384,339,386,341,386,341,385,343,385,345,386,346,387,347,387,348,388,348,387,347,388,347,387,347,387,347,387,347,387,347,387,347,388,347,387,348,387,348,388,347,389,348,387,346,386,348,388,348,388,348,385,346,385,346,384,346,384,346,385,346,384,346,384,346,384,346,385,348,386,348,385,345,384,345,383,343,383,343,383,341,383,340
91,393,347,393,346,393,346,393,345,393,346,393,345,393,345,392,345,393,345,393,346,392,347,393,347,392,347,392,347,392,346,393,348,393,348,392,352,392,354,393,356,394,357,394,357,394,357,394,357,394,356,394,356,394,356,394,356,394,356,394,356,394,356,394,357,394,357,394,358,395,358,394,356,393,358,394,358,394,358,391,357,391,356,391,356,391,356,391,356,391,356,391,356,391,357,392,359,392,358,392,355,391,355,391,352,390,352,390,349,391,348
181,405,355,405,354,405,354,405,354,405,354,404,353,405,353,404,354,405,353,405,354,404,356,404,356,404,355,404,355,404,355,405,357,404,357,403,362,403,364,404,367,405,367,404,368,405,368,405,367,405,366,405,365,405,366,405,366,405,366,405,367,405,367,404,367,404,367,404,369,405,369,404,367,403,369,404,369,405,370,402,367,402,367,401,367,401,367,402,368,401,367,402,367,402,368,402,371,403,369,403,365,402,365,402,361,401,361,402,358,402,357
84,420,361,420,359,420,359,420,359,420,359,420,359,420,359,419,359,420,358,420,360,419,362,420,361,419,361,419,361,419,360,420,363,419,363,418,369,419,371,419,374,420,374,419,375,420,375,420,373,420,373,420,372,419,373,420,373,420,372,420,373,420,373,419,374,419,374,419,376,420,376,418,375,418,377,418,377,419,377,417,375,416,374,416,374,416,374,417,375,416,375,417,375,417,376,418,378,418,377,419,372,417,373,417,367,417,368,417,364,417,363
17,438,362,438,360,438,361,438,360,438,361,437,360,438,360,437,361,438,360,438,361,438,363,438,363,437,362,437,362,437,361,437,365,437,364,437,371,437,373,438,375,438,375,438,377,438,377,438,375,438,375,438,374,438,374,438,374,438,374,438,375,438,375,438,376,438,376,437,378,438,378,436,377,436,379,437,379,437,379,435,377,434,376,434,377,434,377,435,377,435,377,435,377,435,378,437,380,437,379,437,374,435,375,435,369,435,369,435,366,435,364
314,455,360,455,358,455,358,455,358,455,358,454,358,455,358,455,359,454,357,455,358,455,360,455,360,455,360,454,360,454,359,454,362,454,362,454,368,454,370,455,372,456,372,456,373,456,373,455,372,456,372,455,371,455,371,455,371,455,371,455,372,455,372,455,373,455,372,455,375,455,374,454,374,454,376,454,375,455,376,453,373,452,373,452,373,452,373,453,374,453,374,453,373,453,375,455,377,454,375,455,371,453,371,453,366,452,367,452,363,452,362
405,469,353,468,352,469,352,469,352,469,352,468,352,468,351,469,352,468,351,469,352,469,354,469,354,468,353,468,353,468,353,468,356,467,355,468,361,468,362,469,364,469,364,469,365,469,365,468,364,468,364,468,363,468,363,468,364,468,363,469,364,469,364,468,365,468,365,467,366,468,366,466,365,467,367,467,367,467,367,466,365,465,365,465,365,465,365,466,366,466,365,466,365,466,366,468,368,468,367,468,363,466,363,466,359,466,359,466,356,466,355
321,479,345,478,343,478,343,478,343,479,343,478,343,478,343,479,343,478,343,479,343,479,344,479,344,478,344,478,344,477,344,477,346,477,346,477,350,477,352,477,353,477,353,477,354,477,354,477,353,477,353,476,353,476,353,477,353,477,353,477,353,477,353,476,354,476,354,476,355,476,354,474,354,475,355,475,355,475,355,474,354,473,354,474,354,474,354,475,354,474,354,474,354,475,354,476,356,476,355,477,352,475,352,476,349,475,349,476,347,476,346
375,485,337,484,336,484,336,484,336,485,336,484,335,484,335,485,336,484,336,485,335,484,336,485,336,484,336,484,337,483,336,483,338,482,338,482,341,482,342,482,343,482,344,482,344,482,344,481,344,481,344,481,343,481,344,481,343,481,343,482,344,481,344,481,344,481,344,480,344,480,344,478,344,479,345,479,345,479,345,479,344,478,344,479,343,479,343,479,343,479,343,479,344,479,344,481,345,481,345,482,342,480,343,481,340,481,340,482,338,482,338
291,489,330,488,329,489,329,488,328,489,329,489,328,489,328,489,328,489,328,489,328,488,329,489,329,488,328,488,329,488,329,486,330,486,330,485,332,485,333,485,333,485,334,485,335,485,335,484,335,484,335,484,335,484,335,484,334,484,335,484,335,484,335,484,335,484,335,482,334,482,334,480,334,481,335,481,335,481,335,481,334,481,335,482,334,482,334,482,334,482,333,482,334,483,334,483,334,484,334,485,332,483,333,485,332,484,332,486,330,486,330
61,380,333,381,331,381,331,381,331,380,331,380,330,380,330,380,331,380,331,380,331,379,332,380,332,380,332,379,332,379,331,381,333,381,333,381,335,381,336,382,337,383,338,383,338,383,338,383,338,383,339,383,338,383,338,383,338,383,338,383,338,383,338,383,339,383,339,383,337,385,338,384,337,382,338,384,338,385,338,381,337,381,337,380,336,380,336,380,336,380,336,380,336,380,336,381,337,381,338,381,336,380,336,378,335,378,334,378,333,378,333
