Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90,Coordinate 91,Coordinate 92,Coordinate 93,Coordinate 94,Coordinate 95,Coordinate 96,Coordinate 97,Coordinate 98,Coordinate 99,Coordinate 100,Coordinate 101,Coordinate 102,Coordinate 103,Coordinate 104,Coordinate 105,Coordinate 106,Coordinate 107,Coordinate 108,Coordinate 109,Coordinate 110,Coordinate 111,Coordinate 112,Coordinate 113,Coordinate 114,Coordinate 115,Coordinate 116,Coordinate 117,Coordinate 118,Coordinate 119,Coordinate 120,Coordinate 121,Coordinate 122,Coordinate 123,Coordinate 124,Coordinate 125,Coordinate 126,Coordinate 127,Coordinate 128
4,414,245,414,245,416,242,416,243,416,242,417,243,416,244,416,242,416,243,416,243,418,241,418,241,417,241,416,243,416,242,417,243,417,242,417,242,418,242,419,240,418,240,418,241,416,241,416,241,418,241,419,239,418,240,418,239,417,240,417,239,417,240,417,240,416,239,416,239,415,240,415,240,415,240,415,240,416,240,415,241,416,239,415,240,414,239,414,239,412,238,413,238,412,239,412,240,412,240,412,241,412,240,412,240,411,241
61,352,320,352,321,354,319,354,321,354,321,354,321,354,321,354,322,354,321,354,322,353,322,354,320,353,320,352,320,353,320,352,320,351,318,351,317,351,316,351,314,349,315,350,316,348,317,350,318,351,317,350,316,350,316,349,315,349,315,349,316,351,315,351,315,352,313,350,314,351,314,351,314,350,315,350,315,351,316,351,316,350,316,350,317,349,317,350,317,350,317,350,316,349,316,349,316,350,317,350,317,350,317,351,318,351,318
146,358,329,357,330,359,330,359,331,359,332,359,332,359,332,359,332,359,333,359,333,358,334,359,332,358,333,357,333,358,333,358,333,357,331,356,331,357,329,357,328,355,328,356,329,355,330,356,331,357,329,356,329,357,328,356,327,356,327,355,328,357,326,357,326,358,324,356,325,357,323,357,323,357,323,357,323,357,325,357,325,356,325,356,327,355,326,355,326,356,326,356,325,355,325,355,325,356,326,356,326,356,326,356,326,357,325
91,366,338,365,340,367,341,367,342,367,343,366,343,367,344,367,343,367,344,366,344,366,347,367,345,366,346,365,347,365,346,365,346,365,344,365,344,365,342,366,341,364,341,365,342,364,342,365,343,366,341,365,341,365,340,365,340,365,339,364,340,366,336,365,338,366,334,365,335,365,332,365,332,366,332,366,332,366,334,366,334,365,335,364,336,364,335,364,335,364,334,365,334,364,334,364,334,364,335,365,335,364,334,365,334,365,333
181,378,348,378,350,379,353,379,353,379,354,379,354,379,356,379,355,379,356,379,356,378,360,379,357,378,360,377,360,377,360,377,360,377,357,377,358,378,355,379,354,378,354,379,354,377,354,378,355,379,353,378,353,379,352,378,352,378,351,378,352,379,347,378,349,379,345,378,346,378,342,378,342,379,342,379,342,379,344,379,345,378,346,377,346,377,345,377,344,377,344,377,344,377,343,376,344,377,345,377,344,377,344,377,343,378,342
84,395,355,394,356,396,360,396,361,395,362,395,362,395,363,396,362,395,364,395,364,395,368,396,365,395,369,394,369,394,369,394,369,394,366,394,367,396,363,397,362,396,362,397,362,395,362,395,363,396,361,396,361,396,360,396,359,395,358,395,359,396,354,395,357,396,352,395,354,394,349,395,349,395,348,395,348,396,351,395,351,394,353,394,353,394,352,394,351,394,350,394,350,393,350,393,351,393,351,394,350,393,350,393,350,394,348
17,414,356,413,358,416,362,416,362,416,364,415,364,416,365,416,364,415,366,415,365,416,370,417,367,416,371,415,371,415,371,415,371,415,368,416,369,417,365,418,364,418,364,418,364,417,364,417,364,417,362,418,363,417,361,417,361,416,360,416,361,416,356,416,359,415,354,415,355,414,350,414,350,415,350,415,350,415,352,415,353,415,354,414,355,414,353,414,352,413,352,413,352,413,351,412,352,413,352,413,352,412,351,412,351,413,350
314,433,353,432,355,435,358,435,359,435,360,434,360,435,362,435,360,434,362,434,362,435,366,436,363,436,367,435,367,434,367,435,367,435,364,436,365,437,361,438,360,438,359,439,359,437,360,437,360,437,359,438,359,437,357,437,357,436,356,436,357,435,352,435,355,434,350,434,352,432,347,432,347,433,347,433,347,434,349,434,350,434,351,433,351,433,349,433,349,432,348,432,348,431,348,431,349,431,349,431,349,431,348,431,348,430,347
405,447,345,446,347,450,349,449,349,449,351,449,351,449,352,449,351,448,352,448,352,450,356,451,354,451,356,449,357,449,357,449,357,450,354,450,355,452,351,453,350,454,349,454,349,452,350,452,350,452,349,453,349,452,348,452,348,451,347,451,348,450,344,450,346,448,342,448,343,446,340,447,340,448,339,448,339,449,341,448,342,448,343,448,343,448,341,448,341,447,341,447,341,446,340,446,341,446,342,446,341,445,341,445,340,445,339
321,458,334,457,336,459,337,459,337,458,339,458,338,458,339,458,339,457,339,458,339,459,342,460,340,460,342,459,343,458,343,459,342,460,340,460,340,462,337,463,336,464,334,464,335,463,336,462,336,462,336,463,335,462,334,463,334,462,333,461,334,460,331,459,333,458,330,459,331,457,329,457,329,459,329,459,329,459,330,459,331,459,331,458,332,458,330,458,330,457,330,457,330,456,330,456,331,456,331,456,331,456,331,456,330,455,330
