Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90,Coordinate 91,Coordinate 92,Coordinate 93,Coordinate 94,Coordinate 95,Coordinate 96,Coordinate 97,Coordinate 98,Coordinate 99,Coordinate 100,Coordinate 101,Coordinate 102,Coordinate 103,Coordinate 104,Coordinate 105,Coordinate 106,Coordinate 107,Coordinate 108,Coordinate 109,Coordinate 110,Coordinate 111,Coordinate 112,Coordinate 113,Coordinate 114,Coordinate 115,Coordinate 116,Coordinate 117,Coordinate 118,Coordinate 119,Coordinate 120,Coordinate 121,Coordinate 122,Coordinate 123,Coordinate 124,Coordinate 125,Coordinate 126,Coordinate 127,Coordinate 128
4,383,244,384,243,384,243,384,244,384,244,384,244,384,244,384,244,384,244,384,245,382,245,382,245,382,244,381,246,382,245,381,246,381,247,381,246,381,246,381,246,381,245,381,245,380,244,381,244,380,241,381,241,380,240,380,240,380,239,381,239,381,239,381,239,381,240
61,332,323,332,322,333,322,332,323,332,323,333,324,333,324,333,324,335,325,335,327,335,327,335,327,335,327,336,328,336,328,335,328,333,328,333,329,333,329,332,329,333,328,332,328,332,328,332,327,332,325,333,324,331,323,331,324,331,323,331,322,331,321,331,321,332,320
146,337,330,337,329,337,330,337,330,336,331,337,332,337,332,337,332,339,333,339,334,339,336,339,335,339,336,339,337,339,336,339,337,337,337,337,339,337,338,336,338,337,338,336,338,336,337,336,336,336,333,337,332,335,331,335,331,335,331,335,329,335,328,335,328,337,327
91,344,338,344,336,344,338,344,338,343,339,344,340,344,340,344,340,346,340,345,342,344,346,345,343,345,346,345,346,345,345,345,346,343,347,343,349,343,348,342,348,343,348,342,348,342,347,342,346,342,342,343,341,342,340,342,340,342,339,342,337,342,336,342,335,343,334
181,355,346,355,345,355,346,355,347,354,348,355,349,354,348,354,349,356,349,355,351,354,356,355,353,354,356,355,356,355,355,355,357,353,358,353,360,353,358,352,359,353,359,353,359,352,358,352,356,352,351,353,351,352,349,352,349,352,348,353,345,353,344,353,344,354,342
84,369,352,369,350,369,352,369,352,368,354,369,355,369,354,369,354,370,355,369,357,369,363,369,359,369,363,369,363,369,362,369,363,367,365,367,367,367,365,367,366,367,366,367,366,367,365,367,363,367,358,367,357,367,356,367,355,367,354,367,351,367,349,367,349,368,347
17,387,353,386,351,386,353,386,353,386,355,387,356,386,355,386,355,387,356,387,358,386,364,386,360,386,365,386,364,386,363,386,365,385,367,385,369,385,367,385,367,385,368,385,367,385,366,384,365,384,359,385,358,384,357,384,356,384,355,384,352,385,350,385,350,385,347
314,403,350,403,348,403,350,403,350,402,352,404,353,402,352,402,352,403,353,403,354,403,360,402,356,403,361,402,360,402,360,402,361,402,363,402,365,402,363,402,363,402,363,402,363,402,362,401,361,401,355,401,355,401,353,401,352,401,351,401,348,401,347,401,347,401,344
405,416,342,415,341,415,342,415,343,415,344,416,345,415,344,415,344,415,345,415,347,415,351,414,348,415,352,414,352,415,351,414,352,414,354,414,355,414,354,414,354,415,354,414,354,414,353,414,352,413,347,414,347,413,345,414,344,413,343,413,341,413,340,414,339,413,337
321,424,333,424,331,424,332,424,333,423,334,424,334,423,334,423,334,422,335,422,336,423,340,422,338,422,340,422,340,422,340,422,341,422,342,422,343,422,341,422,342,422,342,422,342,422,341,422,340,421,336,421,336,421,334,422,334,422,333,422,331,422,330,422,330,422,328
