Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90
61,351,323,353,324,353,323,353,323,354,323,354,322,354,323,354,322,353,321,354,322,354,321,354,321,354,321,355,321,354,321,355,321,355,321,354,321,355,321,354,321,354,321,353,321,354,321,354,321,354,321,354,322,355,322,353,322,354,322,354,322,353,322,354,322,355,325,355,326,355,326,354,326,353,326,352,326,352,325,352,325,351,324,351,324,353,321,352,321,350,320,349,321,350,318,350,319,351,318,351,318,351,320,350,320,349,319,349,317,348,316,348,317,349,317,348,317,349,318,349,317,348,316,349,316,347,316,347,316,348,315,347,316,348,315,347,315,349,316,348,315,348,315,347,315
185,356,317,358,318,358,317,358,318,359,317,359,317,359,317,359,316,358,316,358,316,358,315,358,315,359,316,360,316,359,316,359,316,360,316,359,315,360,316,359,315,359,315,358,316,359,315,359,316,359,316,359,316,360,316,359,316,359,317,359,317,358,316,359,316,360,318,360,319,360,318,359,318,359,318,358,318,358,317,357,317,357,315,357,316,358,313,358,313,356,311,355,311,356,309,356,310,357,309,356,309,356,311,356,312,355,310,355,309,353,308,354,309,354,310,354,309,355,310,354,309,354,309,354,308,353,308,353,308,353,308,353,308,353,307,352,308,354,309,353,308,353,309,352,309
40,366,312,367,314,367,313,367,313,368,313,368,313,368,312,368,312,368,311,368,311,367,311,367,311,368,311,369,311,368,311,369,311,369,311,368,311,368,311,368,311,368,311,368,311,368,311,368,311,368,311,368,312,369,311,368,312,369,312,369,313,368,312,369,312,370,313,369,313,369,312,368,312,368,312,367,311,367,311,367,311,366,310,366,309,367,307,367,307,365,305,364,305,365,303,365,303,366,303,365,303,366,305,365,305,364,304,365,303,363,302,364,304,364,304,363,304,364,305,364,303,363,303,364,302,363,303,363,302,363,302,362,303,363,302,362,303,364,304,363,303,362,304,362,304
39,378,306,379,309,379,307,379,308,379,307,380,307,379,307,380,306,379,306,379,306,379,305,379,305,380,306,381,306,380,306,380,306,380,306,380,306,380,306,379,306,380,305,379,306,380,305,380,306,380,306,380,306,381,305,380,307,380,307,380,307,380,307,380,306,381,307,381,307,380,305,380,305,379,305,379,305,378,304,379,304,378,303,378,303,378,300,378,300,377,298,376,298,376,296,376,296,377,296,376,296,377,297,377,298,376,297,376,297,375,296,376,297,376,298,375,298,376,299,376,297,375,297,376,296,375,296,375,296,375,296,374,296,374,296,374,297,375,298,375,297,374,299,373,299
37,396,301,398,304,397,303,397,303,398,303,398,303,398,302,398,302,399,302,398,301,398,301,398,301,399,301,399,302,399,302,399,302,399,302,398,302,398,302,398,302,399,301,398,302,398,301,398,302,399,301,399,302,399,301,399,302,399,302,399,303,399,302,399,302,400,302,400,302,398,300,398,299,398,299,397,299,397,298,397,298,397,297,397,297,397,295,397,294,396,292,395,292,395,290,395,291,396,291,395,290,396,292,396,293,396,292,396,291,395,291,395,292,396,293,395,293,395,293,395,292,395,292,395,291,394,291,394,291,394,291,394,291,393,291,393,292,394,294,393,293,393,295,392,295
0,414,303,415,306,415,305,415,306,415,305,416,305,416,304,416,304,417,304,416,303,416,303,416,303,416,303,417,304,416,304,417,304,417,303,416,303,416,304,415,304,416,303,415,304,416,303,416,304,416,304,416,304,417,303,416,305,417,304,417,305,416,304,417,304,417,303,418,303,416,302,416,301,416,301,415,301,416,300,416,300,415,299,415,299,415,296,415,296,414,294,414,294,414,292,414,292,414,293,414,291,415,293,414,294,415,293,414,293,414,292,415,294,414,294,414,294,414,295,414,293,413,293,413,293,413,293,413,292,412,293,412,293,412,293,412,294,412,295,412,294,411,297,411,297
267,431,300,432,304,432,302,432,303,432,302,432,302,433,302,433,302,434,301,433,301,433,300,433,300,433,301,433,301,433,301,433,301,433,301,433,301,433,301,432,301,433,300,432,301,432,300,433,301,433,301,433,301,434,300,433,302,434,302,433,302,433,302,434,301,434,301,434,301,433,299,433,299,433,298,432,298,433,297,432,298,433,296,433,296,432,294,431,293,431,291,431,291,432,289,432,289,432,290,432,289,432,291,431,292,433,290,432,290,433,290,432,291,432,291,432,291,431,292,432,290,431,291,431,290,431,290,431,290,430,290,430,290,429,290,430,291,429,292,429,292,428,294,428,294
269,448,304,448,307,448,306,448,307,448,306,448,306,449,306,449,305,450,304,450,304,450,304,450,304,449,305,449,305,450,305,450,305,449,304,449,305,449,305,448,305,449,304,448,305,448,304,449,305,449,305,449,305,450,304,449,306,450,305,450,306,450,305,450,305,449,305,450,305,449,304,449,303,448,303,448,303,449,302,449,302,449,301,449,301,448,298,447,298,448,296,448,296,448,293,448,294,448,294,449,293,448,295,448,296,449,294,448,294,450,293,449,294,449,295,450,295,448,296,448,294,447,294,447,294,447,294,448,293,447,294,446,294,446,294,446,295,446,296,446,295,445,298,445,298
270,457,309,457,312,457,311,457,312,457,311,458,311,458,311,458,310,459,309,458,309,459,308,459,309,458,310,459,310,458,310,459,310,458,310,458,310,458,310,458,310,458,309,457,310,457,309,458,310,458,310,458,310,459,310,458,311,459,310,459,311,459,310,459,310,458,310,459,310,457,310,457,309,456,309,456,309,457,308,457,308,457,307,457,307,456,304,456,304,456,302,456,302,457,299,457,300,456,300,457,299,456,301,456,302,458,300,457,300,459,299,458,299,458,300,459,300,457,301,457,300,456,300,456,299,456,299,456,299,456,299,456,299,455,299,456,300,455,301,455,301,454,302,454,303
409,464,314,464,316,464,315,464,316,464,316,464,315,465,315,465,315,466,313,465,313,465,313,465,313,465,314,465,314,465,314,465,314,465,314,465,314,464,314,464,314,465,313,464,314,464,313,465,314,465,314,465,315,465,314,465,315,466,315,466,315,466,315,466,314,464,315,465,316,463,316,463,315,462,315,462,315,463,314,463,314,464,313,463,312,462,310,461,310,462,308,462,309,462,306,463,306,462,306,463,305,462,307,462,308,464,306,463,305,465,304,465,304,465,305,465,305,464,306,464,305,463,305,463,304,463,304,463,304,462,304,462,305,462,304,463,304,461,305,462,305,461,307,461,307
291,467,320,468,322,468,321,468,321,467,321,468,321,468,321,468,320,469,319,468,319,468,318,468,318,468,319,468,319,468,319,468,320,468,319,468,319,468,319,468,319,468,319,467,320,467,319,468,319,468,319,469,320,469,319,469,321,469,320,469,321,469,320,469,320,467,322,468,322,466,323,466,323,465,323,466,323,467,322,466,322,467,320,467,320,465,318,465,318,465,317,466,318,466,315,467,315,466,314,467,314,465,316,465,317,468,314,467,313,469,312,468,312,468,313,469,313,468,313,467,312,466,312,466,312,466,312,466,311,466,311,466,312,466,311,466,311,465,312,466,312,465,312,465,313
78,360,322,361,323,361,322,361,322,362,322,362,321,362,321,363,321,362,320,362,321,362,320,362,320,363,320,363,320,363,320,363,320,363,320,362,320,362,320,362,320,362,319,362,320,362,320,362,320,363,320,362,321,363,320,362,321,363,321,363,321,361,321,362,321,364,324,364,324,364,325,363,324,362,325,361,324,361,324,361,324,360,323,360,323,362,320,361,320,360,319,359,320,360,318,360,318,360,317,360,318,360,319,359,319,358,318,359,316,357,316,357,317,358,317,357,316,358,317,358,316,357,316,358,315,356,315,357,315,357,314,356,315,357,314,356,315,357,315,357,314,356,314,355,314
95,367,327,369,326,369,326,369,326,370,325,370,325,370,326,370,325,370,325,370,325,370,324,370,324,371,324,371,325,370,324,371,325,371,325,370,325,371,325,370,324,370,324,369,324,370,325,370,325,370,324,370,326,371,324,370,325,370,325,371,325,369,327,370,326,371,329,371,330,371,332,371,332,370,333,369,332,369,332,369,332,368,331,368,331,370,329,369,329,368,330,367,331,367,329,368,330,368,328,368,329,368,328,367,329,367,328,367,327,366,326,366,326,366,325,366,325,366,325,366,325,365,324,366,324,365,324,365,324,365,322,364,323,365,322,364,323,365,321,365,321,364,320,364,320
88,374,330,376,328,376,328,376,328,376,327,377,327,377,328,377,328,376,327,376,327,377,326,376,326,377,327,378,327,377,326,377,327,377,327,377,327,377,327,377,327,377,326,376,327,377,327,377,327,377,327,377,328,378,327,377,328,377,327,377,327,376,329,377,328,378,332,378,333,378,336,377,336,376,337,376,337,376,336,376,336,375,336,375,335,376,334,376,334,374,335,374,337,374,335,375,336,375,334,375,335,375,333,374,334,374,334,374,332,373,331,373,332,373,330,373,330,373,330,373,330,372,329,373,329,372,329,372,329,372,327,371,328,372,325,371,327,372,325,372,324,371,323,370,323
178,385,332,387,330,387,331,386,331,387,329,387,329,387,330,388,330,387,329,387,329,387,328,387,328,388,329,388,329,388,329,388,329,388,330,387,330,388,330,387,329,387,328,387,329,387,330,387,329,388,329,387,331,389,329,387,330,388,329,388,329,387,332,388,330,389,335,389,336,388,340,388,339,387,341,386,341,386,340,386,340,386,340,386,340,386,339,386,338,385,340,384,343,385,341,385,342,385,339,385,340,385,338,385,339,385,339,384,337,384,336,384,336,384,334,384,335,384,334,384,334,383,333,383,333,383,333,383,333,383,330,382,332,382,329,382,331,383,328,383,328,382,326,381,325
87,398,334,399,332,399,333,399,332,400,331,400,331,400,331,400,332,400,331,400,331,400,330,400,330,400,330,401,331,400,331,400,331,401,332,400,331,400,331,400,332,400,330,399,331,400,332,400,331,400,331,400,332,401,330,400,332,401,331,401,331,400,334,401,332,401,337,402,338,400,343,400,342,399,344,399,344,399,343,399,342,398,343,398,342,399,342,398,341,398,344,397,346,397,345,398,346,398,343,398,344,398,341,397,342,398,342,397,341,397,339,397,339,397,337,397,338,397,337,397,337,396,336,396,336,396,336,396,336,396,333,395,334,395,332,395,334,396,331,396,331,395,328,394,328
14,413,335,414,333,414,333,414,333,414,332,414,332,415,332,415,333,415,332,415,332,415,331,415,330,415,331,416,332,415,331,415,332,415,332,415,332,415,332,414,332,415,331,414,332,414,333,415,332,415,331,415,334,416,331,415,333,416,331,416,332,415,335,416,333,416,338,416,339,415,344,415,343,414,345,414,345,414,344,414,343,414,344,414,343,414,343,414,342,413,345,413,347,413,347,414,347,414,344,414,346,414,342,413,343,414,343,413,342,413,340,413,340,413,338,413,339,413,337,413,338,412,337,412,337,412,337,412,337,411,334,411,335,411,333,411,335,411,331,411,331,410,329,410,328
317,427,333,428,331,428,332,428,332,428,331,428,330,428,331,429,331,429,330,428,330,429,329,428,329,429,330,429,330,429,330,429,330,429,331,428,331,428,330,428,331,428,330,428,330,428,331,429,330,429,330,429,332,429,330,429,332,430,330,429,330,429,333,430,332,430,336,430,337,429,342,429,341,428,343,428,343,428,342,428,341,428,342,428,341,428,341,427,340,427,343,427,346,428,344,428,345,428,342,428,343,428,339,427,341,428,341,428,339,428,338,428,338,428,336,428,337,427,335,427,336,426,335,426,335,426,335,426,335,426,332,425,334,425,331,426,332,425,330,425,330,424,327,424,327
402,438,331,439,329,439,330,439,330,439,328,439,328,439,329,440,329,440,328,440,328,440,327,440,327,440,328,440,328,440,328,440,328,440,329,440,329,439,328,439,328,439,327,439,328,439,329,440,328,440,328,440,330,440,328,440,329,440,328,440,328,440,331,441,329,440,333,441,334,439,339,439,338,438,340,438,339,439,339,439,338,439,339,439,338,438,337,438,337,438,339,438,341,438,339,439,340,438,337,439,339,438,335,438,337,439,336,439,335,440,334,439,334,439,332,439,333,439,332,438,332,437,331,437,331,437,331,437,331,437,329,437,330,436,327,437,329,436,326,436,327,435,324,435,324
318,447,328,448,327,448,327,448,327,448,326,448,326,448,326,448,326,449,325,448,325,449,324,448,324,448,325,449,326,449,325,449,325,448,326,448,326,448,326,448,326,448,325,448,326,448,326,448,326,448,325,449,327,449,325,449,327,449,326,449,326,449,328,449,326,448,330,449,331,447,334,447,334,446,335,446,335,447,334,447,334,447,334,447,333,446,332,445,332,446,333,446,335,446,333,447,333,446,331,447,332,446,330,445,332,447,330,447,329,448,328,447,328,448,327,448,327,447,327,447,327,446,326,446,326,446,326,446,326,445,324,445,325,445,323,446,324,445,322,445,323,444,321,444,321
324,452,325,453,325,453,325,453,325,453,324,453,324,453,324,453,324,454,323,453,323,453,322,453,322,453,323,454,323,453,323,454,323,453,324,453,323,453,323,453,323,453,322,453,323,452,323,453,323,453,323,454,324,454,323,454,324,454,323,454,324,454,325,454,324,453,327,453,328,451,330,451,329,450,331,451,331,452,329,451,329,452,329,452,328,450,327,450,327,450,327,450,329,451,326,451,327,450,325,451,325,450,325,450,326,452,325,451,324,453,322,452,323,452,322,453,322,452,322,452,322,450,321,450,321,451,321,451,321,450,319,450,320,450,319,451,320,450,319,450,319,449,318,450,318
308,459,319,459,321,459,320,459,320,459,320,459,320,460,320,459,319,460,318,459,318,460,317,459,317,459,319,460,318,460,318,460,319,459,318,459,319,459,319,459,319,459,318,459,319,459,318,460,319,459,318,460,319,460,318,460,319,460,319,460,319,461,319,460,319,458,321,459,321,457,322,457,322,456,322,456,322,457,321,457,321,458,320,458,320,456,318,456,318,456,316,456,317,457,315,457,315,456,314,457,314,456,315,456,316,458,314,457,313,459,312,458,312,459,313,459,313,458,313,458,313,457,312,457,312,457,312,457,311,457,311,457,312,457,311,457,311,456,312,456,312,456,312,456,312
78,359,322,361,322,361,322,361,322,362,322,362,321,362,321,363,321,362,320,362,321,362,320,362,320,363,320,363,320,362,320,363,320,363,320,362,320,362,320,362,320,362,319,361,320,363,320,362,320,363,320,362,321,363,320,362,321,363,321,363,321,361,321,362,321,364,324,364,324,364,325,363,324,362,325,361,324,361,323,361,324,360,323,360,323,362,320,362,320,359,319,359,320,359,318,360,318,360,317,360,318,360,319,359,319,358,318,359,316,357,316,357,317,358,317,357,317,358,317,358,316,357,315,358,315,357,315,357,315,357,314,356,315,357,314,356,315,357,315,357,314,356,314,355,314
191,368,319,369,320,369,319,369,319,370,319,370,319,370,319,370,318,369,317,370,318,370,317,369,317,370,317,371,317,370,317,371,317,371,317,370,317,370,317,370,317,370,317,369,317,370,317,370,317,370,317,370,318,371,317,370,318,371,318,371,319,369,318,370,318,372,320,372,320,372,320,371,319,370,319,369,319,369,318,369,318,368,317,368,317,370,315,369,314,368,313,367,313,367,311,368,311,368,311,368,311,368,313,367,313,367,312,367,310,365,310,365,311,366,311,365,311,366,312,366,310,365,310,366,310,365,310,365,309,364,309,364,310,364,309,364,310,365,311,365,310,364,311,363,310
80,377,318,378,320,378,319,378,319,379,319,379,319,379,319,379,318,378,317,378,317,378,317,378,316,379,317,380,317,379,317,379,317,380,317,379,317,379,317,379,317,379,317,378,317,379,316,379,317,380,317,379,317,380,317,379,318,380,318,380,319,379,318,379,318,381,319,381,319,380,318,380,318,379,317,378,317,378,316,378,317,377,315,377,315,378,312,378,312,377,310,376,311,376,308,377,309,377,309,377,308,377,310,377,311,376,309,376,308,374,308,375,309,375,310,375,310,375,310,375,309,375,309,375,308,374,308,374,308,374,308,373,308,374,308,373,308,374,310,374,309,373,310,373,310
81,387,318,389,320,389,319,388,320,389,319,389,319,389,318,389,318,389,317,388,317,389,317,388,316,389,317,390,317,389,317,390,317,390,317,389,317,390,317,389,317,389,317,389,317,389,316,389,317,390,317,389,318,390,317,389,318,390,319,390,319,389,318,390,318,391,318,391,319,390,317,390,317,389,316,388,316,388,315,388,315,388,314,388,314,388,311,388,311,387,309,386,309,386,307,387,307,387,307,387,306,387,309,387,310,386,308,386,307,385,307,386,308,386,308,385,308,386,309,386,307,385,308,385,307,384,307,385,307,384,307,384,307,384,307,384,308,385,309,384,308,384,310,383,310
82,399,317,401,321,401,319,400,320,401,319,401,319,401,319,401,318,401,317,401,317,401,317,401,317,401,317,402,317,402,318,402,318,402,317,401,317,402,317,401,317,401,317,401,318,401,317,401,318,402,318,402,318,402,317,402,319,402,319,402,319,401,318,402,318,403,318,403,318,402,316,402,316,401,315,400,315,401,314,400,315,400,313,400,313,400,310,400,310,399,308,398,308,399,306,399,306,399,306,399,305,399,308,399,309,399,307,399,307,398,306,398,307,398,308,398,308,398,309,398,307,398,307,398,306,397,306,397,306,397,306,396,307,396,307,396,307,397,309,397,308,396,310,395,311
13,413,318,414,321,414,320,414,320,414,319,415,319,415,319,415,318,415,318,415,318,415,317,415,317,415,318,416,318,415,318,416,318,416,318,415,318,415,318,414,318,415,317,414,318,415,317,415,318,415,318,415,318,416,318,415,319,416,319,416,319,415,319,416,319,416,318,416,318,415,316,415,316,414,316,414,315,414,315,414,315,414,313,414,313,414,310,413,310,413,308,413,308,413,306,413,306,413,306,413,305,413,308,413,309,414,307,413,306,413,306,413,307,413,308,413,308,413,309,413,307,412,307,412,306,412,306,412,306,411,306,411,307,411,307,411,308,411,309,411,309,410,311,410,311
312,426,317,427,320,427,319,426,319,427,319,427,319,427,318,427,318,428,317,428,317,428,316,428,316,428,317,428,317,428,317,428,317,428,317,427,317,427,317,427,317,427,317,427,317,427,316,427,317,428,317,428,317,428,317,428,318,428,318,428,319,428,318,428,318,428,317,428,318,427,316,427,315,426,315,426,315,427,314,426,314,427,313,427,313,426,310,425,310,425,307,425,308,426,305,426,305,426,305,426,304,426,307,425,308,427,306,426,306,427,305,427,306,427,307,427,307,426,308,426,306,425,306,425,305,425,306,425,305,424,306,424,306,424,306,424,307,424,308,424,308,423,310,423,310
311,436,316,437,319,437,318,437,319,437,318,437,318,438,318,438,317,439,316,438,316,439,315,438,315,438,316,439,316,438,317,438,317,438,316,438,316,438,316,437,316,438,316,437,317,437,316,438,317,438,316,438,317,439,317,438,317,439,318,439,318,438,317,439,317,438,317,439,317,437,316,437,315,436,315,436,315,437,314,437,314,437,313,437,313,436,310,435,310,435,307,435,308,436,305,436,305,436,305,436,304,436,307,435,308,437,306,436,305,438,305,437,305,437,307,438,307,437,307,437,306,436,306,436,305,436,305,436,305,435,305,435,306,435,305,435,306,434,308,435,307,434,309,434,310
310,445,316,445,319,445,318,445,318,445,318,446,318,446,317,446,317,447,316,446,316,447,315,446,315,446,316,447,316,447,316,447,316,446,316,446,316,446,316,446,316,446,316,445,316,445,315,446,316,446,316,446,317,447,316,446,317,447,317,447,317,447,317,447,317,446,317,446,317,444,316,444,316,443,316,443,316,444,315,444,315,445,313,445,313,443,311,443,311,443,309,443,309,444,306,444,306,444,306,444,305,443,308,443,309,445,307,444,306,446,305,445,306,446,307,446,307,445,308,445,306,444,306,444,306,444,306,444,305,443,305,443,306,443,306,443,306,443,308,443,307,442,309,442,309
