Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90
4,401,241,402,240,402,239,402,239,402,239,402,239,403,236,402,236,402,236,402,235,402,234,402,234,403,234,402,233,402,235,401,234,401,234,401,233,402,233,402,233,401,235,402,235,402,236,402,236,402,238,402,237,403,238,403,238,403,235,402,235,401,233,402,233,401,233,402,233,402,233,402,234,402,233,402,234,402,235,403,234,403,234,403,235,404,236
61,352,320,353,321,351,322,352,323,352,323,353,322,354,322,355,322,354,320,354,319,354,319,355,319,354,320,354,320,355,321,354,321,355,321,355,321,355,320,355,321,353,320,353,321,353,321,352,321,352,322,352,322,352,324,353,324,354,322,354,321,353,320,353,320,352,320,352,320,353,321,353,320,352,319,353,319,353,318,351,317,352,317,353,317,353,315
146,357,327,357,329,355,330,356,331,357,331,357,330,358,330,359,330,358,327,358,327,358,327,359,327,358,327,358,328,359,329,358,330,358,330,358,329,359,329,359,330,357,329,357,330,357,330,356,331,356,332,356,331,356,332,357,332,358,330,357,330,357,329,357,329,356,329,356,329,356,329,357,328,357,327,357,327,358,325,356,325,357,323,357,323,357,321
91,364,334,363,336,361,338,362,339,363,339,363,339,364,338,365,338,364,334,364,334,364,334,365,334,364,335,364,336,365,338,364,339,364,339,364,338,364,339,364,339,363,338,363,339,363,340,362,341,362,341,362,341,362,340,363,340,364,340,363,339,363,339,363,338,362,338,362,337,363,337,363,336,363,335,363,334,364,333,363,332,363,331,364,330,364,327
181,374,341,374,343,372,347,373,348,373,348,373,347,375,346,375,346,374,341,375,342,374,343,375,343,375,344,374,344,375,347,374,348,374,349,373,348,374,349,374,349,373,348,373,349,373,351,372,351,372,352,372,351,372,350,373,350,373,350,373,349,373,349,373,348,373,347,373,347,373,346,374,345,374,344,374,343,375,341,374,340,374,338,374,338,375,334
84,388,346,388,348,386,352,387,353,387,354,388,353,389,352,389,352,388,346,389,348,388,348,389,348,389,349,389,350,389,353,388,355,388,355,387,354,388,355,388,356,387,355,387,356,387,358,386,358,387,359,386,358,386,356,387,356,388,356,387,356,387,355,388,354,387,353,387,353,387,352,388,351,388,349,388,348,389,347,388,346,389,344,389,343,389,338
17,405,347,404,350,403,354,404,354,405,355,405,355,406,353,406,353,405,347,406,349,406,349,406,349,406,350,406,351,406,355,405,356,405,357,404,356,405,357,406,358,404,356,404,358,405,359,404,360,405,360,404,359,404,357,404,358,405,358,405,357,405,357,405,356,405,354,405,354,405,353,406,352,406,350,405,349,406,348,405,347,406,344,406,344,406,339
314,421,344,420,347,420,350,421,351,421,352,421,351,423,349,423,349,421,345,422,346,422,346,422,346,423,347,423,347,422,351,422,353,421,353,421,353,422,353,422,354,420,353,421,354,422,356,421,356,422,357,421,356,420,354,421,354,422,355,422,354,422,353,422,352,422,351,422,351,422,349,422,349,423,347,421,346,422,344,422,344,422,341,422,341,421,336
405,433,337,433,340,432,343,433,343,434,344,434,343,435,341,435,342,434,337,435,339,435,338,435,338,435,339,435,340,435,343,434,344,433,345,433,345,434,345,434,346,433,345,433,346,434,347,434,348,435,348,434,347,432,346,433,346,434,346,434,346,435,345,435,344,435,343,435,343,435,342,435,341,436,340,434,339,435,337,435,337,434,335,434,335,434,330
321,442,329,441,331,441,333,441,333,442,334,442,333,443,332,443,331,442,328,443,329,443,329,443,329,443,329,444,330,442,332,442,334,441,334,440,333,442,334,442,334,441,334,441,335,442,335,442,336,443,337,442,336,440,336,441,336,442,335,442,335,443,334,443,333,443,332,443,332,443,332,443,331,444,330,442,329,443,328,443,327,443,326,443,326,443,322
